areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-10-15,12651,717520
overview,United Kingdom,K02000001,2020-10-14,17396,704869
overview,United Kingdom,K02000001,2020-10-13,18174,687473
overview,United Kingdom,K02000001,2020-10-12,19108,669299
overview,United Kingdom,K02000001,2020-10-11,12009,650191
overview,United Kingdom,K02000001,2020-10-10,12527,638182
overview,United Kingdom,K02000001,2020-10-09,15750,625655
overview,United Kingdom,K02000001,2020-10-08,18245,609905
overview,United Kingdom,K02000001,2020-10-07,18325,591660
overview,United Kingdom,K02000001,2020-10-06,17064,573335
overview,United Kingdom,K02000001,2020-10-05,16537,556271
overview,United Kingdom,K02000001,2020-10-04,11785,539734
overview,United Kingdom,K02000001,2020-10-03,11540,527949
overview,United Kingdom,K02000001,2020-10-02,13671,516409
overview,United Kingdom,K02000001,2020-10-01,13166,502738
overview,United Kingdom,K02000001,2020-09-30,12543,489572
overview,United Kingdom,K02000001,2020-09-29,10236,477029
overview,United Kingdom,K02000001,2020-09-28,9918,466793
overview,United Kingdom,K02000001,2020-09-27,6976,456875
overview,United Kingdom,K02000001,2020-09-26,6755,449899
overview,United Kingdom,K02000001,2020-09-25,7255,443144
overview,United Kingdom,K02000001,2020-09-24,7614,435889
overview,United Kingdom,K02000001,2020-09-23,7056,428275
overview,United Kingdom,K02000001,2020-09-22,6414,421219
overview,United Kingdom,K02000001,2020-09-21,5592,414805
overview,United Kingdom,K02000001,2020-09-20,5313,409213
overview,United Kingdom,K02000001,2020-09-19,4861,403900
overview,United Kingdom,K02000001,2020-09-18,4962,399039
overview,United Kingdom,K02000001,2020-09-17,4635,394077
overview,United Kingdom,K02000001,2020-09-16,4372,389442
overview,United Kingdom,K02000001,2020-09-15,3559,385070
overview,United Kingdom,K02000001,2020-09-14,3393,381511
overview,United Kingdom,K02000001,2020-09-13,2146,378118
overview,United Kingdom,K02000001,2020-09-12,2674,375972
overview,United Kingdom,K02000001,2020-09-11,3290,373298
overview,United Kingdom,K02000001,2020-09-10,3597,370008
overview,United Kingdom,K02000001,2020-09-09,3330,366411
overview,United Kingdom,K02000001,2020-09-08,3303,363081
overview,United Kingdom,K02000001,2020-09-07,3864,359778
overview,United Kingdom,K02000001,2020-09-06,2447,355914
overview,United Kingdom,K02000001,2020-09-05,2546,353467
overview,United Kingdom,K02000001,2020-09-04,3039,350921
overview,United Kingdom,K02000001,2020-09-03,3099,347882
overview,United Kingdom,K02000001,2020-09-02,2998,344783
overview,United Kingdom,K02000001,2020-09-01,2250,341785
overview,United Kingdom,K02000001,2020-08-31,1500,339535
overview,United Kingdom,K02000001,2020-08-30,1163,338035
overview,United Kingdom,K02000001,2020-08-29,1227,336872
overview,United Kingdom,K02000001,2020-08-28,1634,335645
overview,United Kingdom,K02000001,2020-08-27,1562,334011
overview,United Kingdom,K02000001,2020-08-26,1354,332449
overview,United Kingdom,K02000001,2020-08-25,1246,331095
overview,United Kingdom,K02000001,2020-08-24,1221,329849
overview,United Kingdom,K02000001,2020-08-23,824,328628
overview,United Kingdom,K02000001,2020-08-22,826,327804
overview,United Kingdom,K02000001,2020-08-21,1198,326978
overview,United Kingdom,K02000001,2020-08-20,1466,325780
overview,United Kingdom,K02000001,2020-08-19,1241,324314
overview,United Kingdom,K02000001,2020-08-18,1084,323073
overview,United Kingdom,K02000001,2020-08-17,1284,321989
overview,United Kingdom,K02000001,2020-08-16,598,320705
overview,United Kingdom,K02000001,2020-08-15,696,320107
overview,United Kingdom,K02000001,2020-08-14,1167,319411
overview,United Kingdom,K02000001,2020-08-13,1147,318244
overview,United Kingdom,K02000001,2020-08-12,1206,317097
overview,United Kingdom,K02000001,2020-08-11,1342,315891
overview,United Kingdom,K02000001,2020-08-10,1473,314549
overview,United Kingdom,K02000001,2020-08-09,616,313076
overview,United Kingdom,K02000001,2020-08-08,697,312460
overview,United Kingdom,K02000001,2020-08-07,945,311763
overview,United Kingdom,K02000001,2020-08-06,1085,310818
overview,United Kingdom,K02000001,2020-08-05,1063,309733
overview,United Kingdom,K02000001,2020-08-04,1021,308670
overview,United Kingdom,K02000001,2020-08-03,1042,307649
overview,United Kingdom,K02000001,2020-08-02,556,306607
overview,United Kingdom,K02000001,2020-08-01,543,306051
overview,United Kingdom,K02000001,2020-07-31,674,305508
overview,United Kingdom,K02000001,2020-07-30,925,304834
overview,United Kingdom,K02000001,2020-07-29,1039,303909
overview,United Kingdom,K02000001,2020-07-28,844,302870
overview,United Kingdom,K02000001,2020-07-27,858,302026
overview,United Kingdom,K02000001,2020-07-26,558,301168
overview,United Kingdom,K02000001,2020-07-25,523,300610
overview,United Kingdom,K02000001,2020-07-24,767,300087
overview,United Kingdom,K02000001,2020-07-23,799,299320
overview,United Kingdom,K02000001,2020-07-22,799,298521
overview,United Kingdom,K02000001,2020-07-21,784,297722
overview,United Kingdom,K02000001,2020-07-20,812,296938
overview,United Kingdom,K02000001,2020-07-19,443,296126
overview,United Kingdom,K02000001,2020-07-18,497,295683
overview,United Kingdom,K02000001,2020-07-17,581,295186
overview,United Kingdom,K02000001,2020-07-16,705,294605
overview,United Kingdom,K02000001,2020-07-15,772,293900
overview,United Kingdom,K02000001,2020-07-14,690,293128
overview,United Kingdom,K02000001,2020-07-13,735,292438
overview,United Kingdom,K02000001,2020-07-12,367,291703
overview,United Kingdom,K02000001,2020-07-11,449,291336
overview,United Kingdom,K02000001,2020-07-10,567,290887
overview,United Kingdom,K02000001,2020-07-09,718,290320
overview,United Kingdom,K02000001,2020-07-08,702,289602
overview,United Kingdom,K02000001,2020-07-07,601,288900
overview,United Kingdom,K02000001,2020-07-06,706,288299
overview,United Kingdom,K02000001,2020-07-05,555,287593
overview,United Kingdom,K02000001,2020-07-04,401,287038
overview,United Kingdom,K02000001,2020-07-03,573,286637
overview,United Kingdom,K02000001,2020-07-02,605,286064
overview,United Kingdom,K02000001,2020-07-01,646,285459
overview,United Kingdom,K02000001,2020-06-30,616,284813
overview,United Kingdom,K02000001,2020-06-29,731,284197
overview,United Kingdom,K02000001,2020-06-28,448,283466
overview,United Kingdom,K02000001,2020-06-27,652,283018
overview,United Kingdom,K02000001,2020-06-26,674,282366
overview,United Kingdom,K02000001,2020-06-25,722,281692
overview,United Kingdom,K02000001,2020-06-24,776,280970
overview,United Kingdom,K02000001,2020-06-23,893,280194
overview,United Kingdom,K02000001,2020-06-22,899,279301
overview,United Kingdom,K02000001,2020-06-21,638,278402
overview,United Kingdom,K02000001,2020-06-20,688,277764
overview,United Kingdom,K02000001,2020-06-19,993,277076
overview,United Kingdom,K02000001,2020-06-18,1026,276083
overview,United Kingdom,K02000001,2020-06-17,1013,275057
overview,United Kingdom,K02000001,2020-06-16,1101,274044
overview,United Kingdom,K02000001,2020-06-15,1045,272943
overview,United Kingdom,K02000001,2020-06-14,822,271898
overview,United Kingdom,K02000001,2020-06-13,894,271076
overview,United Kingdom,K02000001,2020-06-12,1057,270182
overview,United Kingdom,K02000001,2020-06-11,1013,269125
