areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-10-15,5681,704022
overview,United Kingdom,K02000001,2020-10-14,12530,698341
overview,United Kingdom,K02000001,2020-10-13,16808,685811
overview,United Kingdom,K02000001,2020-10-12,18872,669003
overview,United Kingdom,K02000001,2020-10-11,11990,650131
overview,United Kingdom,K02000001,2020-10-10,12516,638141
overview,United Kingdom,K02000001,2020-10-09,15743,625625
overview,United Kingdom,K02000001,2020-10-08,18237,609882
overview,United Kingdom,K02000001,2020-10-07,18323,591645
overview,United Kingdom,K02000001,2020-10-06,17060,573322
overview,United Kingdom,K02000001,2020-10-05,16530,556262
overview,United Kingdom,K02000001,2020-10-04,11787,539732
overview,United Kingdom,K02000001,2020-10-03,11542,527945
overview,United Kingdom,K02000001,2020-10-02,13670,516403
overview,United Kingdom,K02000001,2020-10-01,13163,502733
overview,United Kingdom,K02000001,2020-09-30,12543,489570
overview,United Kingdom,K02000001,2020-09-29,10236,477027
overview,United Kingdom,K02000001,2020-09-28,9920,466791
overview,United Kingdom,K02000001,2020-09-27,6976,456871
overview,United Kingdom,K02000001,2020-09-26,6756,449895
overview,United Kingdom,K02000001,2020-09-25,7252,443139
overview,United Kingdom,K02000001,2020-09-24,7613,435887
overview,United Kingdom,K02000001,2020-09-23,7057,428274
overview,United Kingdom,K02000001,2020-09-22,6414,421217
overview,United Kingdom,K02000001,2020-09-21,5594,414803
overview,United Kingdom,K02000001,2020-09-20,5313,409209
overview,United Kingdom,K02000001,2020-09-19,4864,403896
overview,United Kingdom,K02000001,2020-09-18,4963,399032
overview,United Kingdom,K02000001,2020-09-17,4634,394069
overview,United Kingdom,K02000001,2020-09-16,4370,389435
overview,United Kingdom,K02000001,2020-09-15,3559,385065
overview,United Kingdom,K02000001,2020-09-14,3392,381506
overview,United Kingdom,K02000001,2020-09-13,2146,378114
overview,United Kingdom,K02000001,2020-09-12,2673,375968
overview,United Kingdom,K02000001,2020-09-11,3291,373295
overview,United Kingdom,K02000001,2020-09-10,3595,370004
overview,United Kingdom,K02000001,2020-09-09,3331,366409
overview,United Kingdom,K02000001,2020-09-08,3302,363078
overview,United Kingdom,K02000001,2020-09-07,3863,359776
overview,United Kingdom,K02000001,2020-09-06,2446,355913
overview,United Kingdom,K02000001,2020-09-05,2546,353467
overview,United Kingdom,K02000001,2020-09-04,3039,350921
overview,United Kingdom,K02000001,2020-09-03,3100,347882
overview,United Kingdom,K02000001,2020-09-02,2999,344782
overview,United Kingdom,K02000001,2020-09-01,2251,341783
overview,United Kingdom,K02000001,2020-08-31,1500,339532
overview,United Kingdom,K02000001,2020-08-30,1163,338032
overview,United Kingdom,K02000001,2020-08-29,1228,336869
overview,United Kingdom,K02000001,2020-08-28,1633,335641
overview,United Kingdom,K02000001,2020-08-27,1563,334008
overview,United Kingdom,K02000001,2020-08-26,1353,332445
overview,United Kingdom,K02000001,2020-08-25,1246,331092
overview,United Kingdom,K02000001,2020-08-24,1222,329846
overview,United Kingdom,K02000001,2020-08-23,824,328624
overview,United Kingdom,K02000001,2020-08-22,827,327800
overview,United Kingdom,K02000001,2020-08-21,1198,326973
overview,United Kingdom,K02000001,2020-08-20,1464,325775
overview,United Kingdom,K02000001,2020-08-19,1242,324311
overview,United Kingdom,K02000001,2020-08-18,1084,323069
overview,United Kingdom,K02000001,2020-08-17,1285,321985
overview,United Kingdom,K02000001,2020-08-16,600,320700
overview,United Kingdom,K02000001,2020-08-15,697,320100
overview,United Kingdom,K02000001,2020-08-14,1167,319403
overview,United Kingdom,K02000001,2020-08-13,1145,318236
overview,United Kingdom,K02000001,2020-08-12,1206,317091
overview,United Kingdom,K02000001,2020-08-11,1340,315885
overview,United Kingdom,K02000001,2020-08-10,1473,314545
overview,United Kingdom,K02000001,2020-08-09,616,313072
overview,United Kingdom,K02000001,2020-08-08,696,312456
overview,United Kingdom,K02000001,2020-08-07,942,311760
overview,United Kingdom,K02000001,2020-08-06,1083,310818
overview,United Kingdom,K02000001,2020-08-05,1061,309735
overview,United Kingdom,K02000001,2020-08-04,1021,308674
overview,United Kingdom,K02000001,2020-08-03,1042,307653
overview,United Kingdom,K02000001,2020-08-02,554,306611
overview,United Kingdom,K02000001,2020-08-01,543,306057
overview,United Kingdom,K02000001,2020-07-31,674,305514
overview,United Kingdom,K02000001,2020-07-30,924,304840
overview,United Kingdom,K02000001,2020-07-29,1039,303916
overview,United Kingdom,K02000001,2020-07-28,844,302877
overview,United Kingdom,K02000001,2020-07-27,857,302033
overview,United Kingdom,K02000001,2020-07-26,558,301176
overview,United Kingdom,K02000001,2020-07-25,523,300618
overview,United Kingdom,K02000001,2020-07-24,768,300095
overview,United Kingdom,K02000001,2020-07-23,800,299327
overview,United Kingdom,K02000001,2020-07-22,799,298527
overview,United Kingdom,K02000001,2020-07-21,783,297728
overview,United Kingdom,K02000001,2020-07-20,812,296945
overview,United Kingdom,K02000001,2020-07-19,443,296133
overview,United Kingdom,K02000001,2020-07-18,498,295690
overview,United Kingdom,K02000001,2020-07-17,581,295192
overview,United Kingdom,K02000001,2020-07-16,705,294611
overview,United Kingdom,K02000001,2020-07-15,772,293906
overview,United Kingdom,K02000001,2020-07-14,689,293134
overview,United Kingdom,K02000001,2020-07-13,732,292445
overview,United Kingdom,K02000001,2020-07-12,367,291713
overview,United Kingdom,K02000001,2020-07-11,447,291346
overview,United Kingdom,K02000001,2020-07-10,566,290899
overview,United Kingdom,K02000001,2020-07-09,715,290333
overview,United Kingdom,K02000001,2020-07-08,702,289618
overview,United Kingdom,K02000001,2020-07-07,602,288916
overview,United Kingdom,K02000001,2020-07-06,708,288314
overview,United Kingdom,K02000001,2020-07-05,555,287606
overview,United Kingdom,K02000001,2020-07-04,399,287051
overview,United Kingdom,K02000001,2020-07-03,570,286652
overview,United Kingdom,K02000001,2020-07-02,605,286082
overview,United Kingdom,K02000001,2020-07-01,649,285477
overview,United Kingdom,K02000001,2020-06-30,616,284828
overview,United Kingdom,K02000001,2020-06-29,730,284212
overview,United Kingdom,K02000001,2020-06-28,447,283482
overview,United Kingdom,K02000001,2020-06-27,652,283035
overview,United Kingdom,K02000001,2020-06-26,673,282383
overview,United Kingdom,K02000001,2020-06-25,721,281710
overview,United Kingdom,K02000001,2020-06-24,776,280989
