areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-10-08,1074,575679
overview,United Kingdom,K02000001,2020-10-07,6804,574605
overview,United Kingdom,K02000001,2020-10-06,12956,567801
overview,United Kingdom,K02000001,2020-10-05,15588,554845
overview,United Kingdom,K02000001,2020-10-04,11671,539257
overview,United Kingdom,K02000001,2020-10-03,11463,527586
overview,United Kingdom,K02000001,2020-10-02,13616,516123
overview,United Kingdom,K02000001,2020-10-01,13104,502507
overview,United Kingdom,K02000001,2020-09-30,12494,489403
overview,United Kingdom,K02000001,2020-09-29,10208,476909
overview,United Kingdom,K02000001,2020-09-28,9891,466701
overview,United Kingdom,K02000001,2020-09-27,6962,456810
overview,United Kingdom,K02000001,2020-09-26,6739,449848
overview,United Kingdom,K02000001,2020-09-25,7243,443109
overview,United Kingdom,K02000001,2020-09-24,7608,435866
overview,United Kingdom,K02000001,2020-09-23,7046,428258
overview,United Kingdom,K02000001,2020-09-22,6407,421212
overview,United Kingdom,K02000001,2020-09-21,5589,414805
overview,United Kingdom,K02000001,2020-09-20,5311,409216
overview,United Kingdom,K02000001,2020-09-19,4863,403905
overview,United Kingdom,K02000001,2020-09-18,4962,399042
overview,United Kingdom,K02000001,2020-09-17,4637,394080
overview,United Kingdom,K02000001,2020-09-16,4366,389443
overview,United Kingdom,K02000001,2020-09-15,3556,385077
overview,United Kingdom,K02000001,2020-09-14,3389,381521
overview,United Kingdom,K02000001,2020-09-13,2146,378132
overview,United Kingdom,K02000001,2020-09-12,2674,375986
overview,United Kingdom,K02000001,2020-09-11,3286,373312
overview,United Kingdom,K02000001,2020-09-10,3601,370026
overview,United Kingdom,K02000001,2020-09-09,3330,366425
overview,United Kingdom,K02000001,2020-09-08,3298,363095
overview,United Kingdom,K02000001,2020-09-07,3861,359797
overview,United Kingdom,K02000001,2020-09-06,2445,355936
overview,United Kingdom,K02000001,2020-09-05,2545,353491
overview,United Kingdom,K02000001,2020-09-04,3039,350946
overview,United Kingdom,K02000001,2020-09-03,3099,347907
overview,United Kingdom,K02000001,2020-09-02,2997,344808
overview,United Kingdom,K02000001,2020-09-01,2250,341811
overview,United Kingdom,K02000001,2020-08-31,1500,339561
overview,United Kingdom,K02000001,2020-08-30,1163,338061
overview,United Kingdom,K02000001,2020-08-29,1228,336898
overview,United Kingdom,K02000001,2020-08-28,1633,335670
overview,United Kingdom,K02000001,2020-08-27,1561,334037
overview,United Kingdom,K02000001,2020-08-26,1354,332476
overview,United Kingdom,K02000001,2020-08-25,1246,331122
overview,United Kingdom,K02000001,2020-08-24,1222,329876
overview,United Kingdom,K02000001,2020-08-23,824,328654
overview,United Kingdom,K02000001,2020-08-22,827,327830
overview,United Kingdom,K02000001,2020-08-21,1199,327003
overview,United Kingdom,K02000001,2020-08-20,1465,325804
overview,United Kingdom,K02000001,2020-08-19,1243,324339
overview,United Kingdom,K02000001,2020-08-18,1084,323096
overview,United Kingdom,K02000001,2020-08-17,1284,322012
overview,United Kingdom,K02000001,2020-08-16,600,320728
overview,United Kingdom,K02000001,2020-08-15,697,320128
overview,United Kingdom,K02000001,2020-08-14,1168,319431
overview,United Kingdom,K02000001,2020-08-13,1147,318263
overview,United Kingdom,K02000001,2020-08-12,1206,317116
overview,United Kingdom,K02000001,2020-08-11,1341,315910
overview,United Kingdom,K02000001,2020-08-10,1473,314569
overview,United Kingdom,K02000001,2020-08-09,616,313096
overview,United Kingdom,K02000001,2020-08-08,697,312480
overview,United Kingdom,K02000001,2020-08-07,942,311783
overview,United Kingdom,K02000001,2020-08-06,1083,310841
overview,United Kingdom,K02000001,2020-08-05,1061,309758
overview,United Kingdom,K02000001,2020-08-04,1022,308697
overview,United Kingdom,K02000001,2020-08-03,1043,307675
overview,United Kingdom,K02000001,2020-08-02,555,306632
overview,United Kingdom,K02000001,2020-08-01,543,306077
overview,United Kingdom,K02000001,2020-07-31,675,305534
overview,United Kingdom,K02000001,2020-07-30,926,304859
overview,United Kingdom,K02000001,2020-07-29,1039,303933
overview,United Kingdom,K02000001,2020-07-28,844,302894
overview,United Kingdom,K02000001,2020-07-27,857,302050
overview,United Kingdom,K02000001,2020-07-26,558,301193
overview,United Kingdom,K02000001,2020-07-25,522,300635
overview,United Kingdom,K02000001,2020-07-24,768,300113
overview,United Kingdom,K02000001,2020-07-23,801,299345
overview,United Kingdom,K02000001,2020-07-22,798,298544
overview,United Kingdom,K02000001,2020-07-21,783,297746
overview,United Kingdom,K02000001,2020-07-20,812,296963
overview,United Kingdom,K02000001,2020-07-19,444,296151
overview,United Kingdom,K02000001,2020-07-18,498,295707
overview,United Kingdom,K02000001,2020-07-17,581,295209
overview,United Kingdom,K02000001,2020-07-16,706,294628
overview,United Kingdom,K02000001,2020-07-15,771,293922
overview,United Kingdom,K02000001,2020-07-14,690,293151
overview,United Kingdom,K02000001,2020-07-13,733,292461
overview,United Kingdom,K02000001,2020-07-12,367,291728
overview,United Kingdom,K02000001,2020-07-11,447,291361
overview,United Kingdom,K02000001,2020-07-10,565,290914
overview,United Kingdom,K02000001,2020-07-09,719,290349
overview,United Kingdom,K02000001,2020-07-08,703,289630
overview,United Kingdom,K02000001,2020-07-07,602,288927
overview,United Kingdom,K02000001,2020-07-06,708,288325
overview,United Kingdom,K02000001,2020-07-05,555,287617
overview,United Kingdom,K02000001,2020-07-04,402,287062
overview,United Kingdom,K02000001,2020-07-03,572,286660
overview,United Kingdom,K02000001,2020-07-02,606,286088
overview,United Kingdom,K02000001,2020-07-01,649,285482
overview,United Kingdom,K02000001,2020-06-30,616,284833
overview,United Kingdom,K02000001,2020-06-29,727,284217
overview,United Kingdom,K02000001,2020-06-28,447,283490
overview,United Kingdom,K02000001,2020-06-27,652,283043
overview,United Kingdom,K02000001,2020-06-26,672,282391
overview,United Kingdom,K02000001,2020-06-25,720,281719
overview,United Kingdom,K02000001,2020-06-24,778,280999
overview,United Kingdom,K02000001,2020-06-23,886,280221
overview,United Kingdom,K02000001,2020-06-22,896,279335
overview,United Kingdom,K02000001,2020-06-21,638,278439
overview,United Kingdom,K02000001,2020-06-20,686,277801
overview,United Kingdom,K02000001,2020-06-19,993,277115
overview,United Kingdom,K02000001,2020-06-18,1026,276122
overview,United Kingdom,K02000001,2020-06-17,1014,275096
overview,United Kingdom,K02000001,2020-06-16,1103,274082
overview,United Kingdom,K02000001,2020-06-15,1042,272979
overview,United Kingdom,K02000001,2020-06-14,821,271937
overview,United Kingdom,K02000001,2020-06-13,892,271116
overview,United Kingdom,K02000001,2020-06-12,1051,270224
overview,United Kingdom,K02000001,2020-06-11,1011,269173
overview,United Kingdom,K02000001,2020-06-10,1195,268162
overview,United Kingdom,K02000001,2020-06-09,1157,266967
overview,United Kingdom,K02000001,2020-06-08,1093,265810
overview,United Kingdom,K02000001,2020-06-07,721,264717
overview,United Kingdom,K02000001,2020-06-06,805,263996
overview,United Kingdom,K02000001,2020-06-05,1124,263191
overview,United Kingdom,K02000001,2020-06-04,1249,262067
overview,United Kingdom,K02000001,2020-06-03,1362,260818
overview,United Kingdom,K02000001,2020-06-02,1493,259456
overview,United Kingdom,K02000001,2020-06-01,1438,257963
overview,United Kingdom,K02000001,2020-05-31,1080,256525
overview,United Kingdom,K02000001,2020-05-30,1121,255445
overview,United Kingdom,K02000001,2020-05-29,1525,254324
overview,United Kingdom,K02000001,2020-05-28,1757,252799
overview,United Kingdom,K02000001,2020-05-27,1829,251042
overview,United Kingdom,K02000001,2020-05-26,1667,249213
overview,United Kingdom,K02000001,2020-05-25,1623,247546
overview,United Kingdom,K02000001,2020-05-24,1365,245923
overview,United Kingdom,K02000001,2020-05-23,1526,244558
overview,United Kingdom,K02000001,2020-05-22,2061,243032
overview,United Kingdom,K02000001,2020-05-21,2573,240971
overview,United Kingdom,K02000001,2020-05-20,2713,238398
overview,United Kingdom,K02000001,2020-05-19,3051,235685
overview,United Kingdom,K02000001,2020-05-18,2587,232634
overview,United Kingdom,K02000001,2020-05-17,1838,230047
overview,United Kingdom,K02000001,2020-05-16,2077,228209
overview,United Kingdom,K02000001,2020-05-15,2528,226132
overview,United Kingdom,K02000001,2020-05-14,2627,223604
overview,United Kingdom,K02000001,2020-05-13,3306,220977
overview,United Kingdom,K02000001,2020-05-12,3399,217671
overview,United Kingdom,K02000001,2020-05-11,3585,214272
overview,United Kingdom,K02000001,2020-05-10,2324,210687
overview,United Kingdom,K02000001,2020-05-09,2160,208363
overview,United Kingdom,K02000001,2020-05-08,3059,206203
overview,United Kingdom,K02000001,2020-05-07,3764,203144
overview,United Kingdom,K02000001,2020-05-06,3828,199380
overview,United Kingdom,K02000001,2020-05-05,3685,195552
overview,United Kingdom,K02000001,2020-05-04,3383,191867
overview,United Kingdom,K02000001,2020-05-03,2977,188484
overview,United Kingdom,K02000001,2020-05-02,3232,185507
overview,United Kingdom,K02000001,2020-05-01,4737,182275
overview,United Kingdom,K02000001,2020-04-30,4966,177538
overview,United Kingdom,K02000001,2020-04-29,5438,172572
overview,United Kingdom,K02000001,2020-04-28,4734,167134
overview,United Kingdom,K02000001,2020-04-27,4707,162400
overview,United Kingdom,K02000001,2020-04-26,3470,157693
overview,United Kingdom,K02000001,2020-04-25,3750,154223
overview,United Kingdom,K02000001,2020-04-24,4961,150473
overview,United Kingdom,K02000001,2020-04-23,5154,145512
overview,United Kingdom,K02000001,2020-04-22,5491,140358
overview,United Kingdom,K02000001,2020-04-21,4764,134867
