areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-10-05,733,530113
overview,United Kingdom,K02000001,2020-10-04,7076,529380
overview,United Kingdom,K02000001,2020-10-03,8247,522304
overview,United Kingdom,K02000001,2020-10-02,12128,514057
overview,United Kingdom,K02000001,2020-10-01,12651,501929
overview,United Kingdom,K02000001,2020-09-30,12382,489278
overview,United Kingdom,K02000001,2020-09-29,10215,476896
overview,United Kingdom,K02000001,2020-09-28,9875,466681
overview,United Kingdom,K02000001,2020-09-27,6952,456806
overview,United Kingdom,K02000001,2020-09-26,6741,449854
overview,United Kingdom,K02000001,2020-09-25,7244,443113
overview,United Kingdom,K02000001,2020-09-24,7609,435869
overview,United Kingdom,K02000001,2020-09-23,7045,428260
overview,United Kingdom,K02000001,2020-09-22,6410,421215
overview,United Kingdom,K02000001,2020-09-21,5588,414805
overview,United Kingdom,K02000001,2020-09-20,5304,409217
overview,United Kingdom,K02000001,2020-09-19,4867,403913
overview,United Kingdom,K02000001,2020-09-18,4963,399046
overview,United Kingdom,K02000001,2020-09-17,4638,394083
overview,United Kingdom,K02000001,2020-09-16,4370,389445
overview,United Kingdom,K02000001,2020-09-15,3557,385075
overview,United Kingdom,K02000001,2020-09-14,3391,381518
overview,United Kingdom,K02000001,2020-09-13,2146,378127
overview,United Kingdom,K02000001,2020-09-12,2673,375981
overview,United Kingdom,K02000001,2020-09-11,3288,373308
overview,United Kingdom,K02000001,2020-09-10,3597,370020
overview,United Kingdom,K02000001,2020-09-09,3330,366423
overview,United Kingdom,K02000001,2020-09-08,3298,363093
overview,United Kingdom,K02000001,2020-09-07,3862,359795
overview,United Kingdom,K02000001,2020-09-06,2447,355933
overview,United Kingdom,K02000001,2020-09-05,2545,353486
overview,United Kingdom,K02000001,2020-09-04,3038,350941
overview,United Kingdom,K02000001,2020-09-03,3098,347903
overview,United Kingdom,K02000001,2020-09-02,2999,344805
overview,United Kingdom,K02000001,2020-09-01,2250,341806
overview,United Kingdom,K02000001,2020-08-31,1500,339556
overview,United Kingdom,K02000001,2020-08-30,1162,338056
overview,United Kingdom,K02000001,2020-08-29,1228,336894
overview,United Kingdom,K02000001,2020-08-28,1633,335666
overview,United Kingdom,K02000001,2020-08-27,1563,334033
overview,United Kingdom,K02000001,2020-08-26,1352,332470
