areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-10-13,1164,654644
overview,United Kingdom,K02000001,2020-10-12,7702,653480
overview,United Kingdom,K02000001,2020-10-11,10263,645778
overview,United Kingdom,K02000001,2020-10-10,11539,635515
overview,United Kingdom,K02000001,2020-10-09,14904,623976
overview,United Kingdom,K02000001,2020-10-08,17831,609072
overview,United Kingdom,K02000001,2020-10-07,18226,591241
overview,United Kingdom,K02000001,2020-10-06,17004,573015
overview,United Kingdom,K02000001,2020-10-05,16473,556011
overview,United Kingdom,K02000001,2020-10-04,11777,539538
overview,United Kingdom,K02000001,2020-10-03,11522,527761
overview,United Kingdom,K02000001,2020-10-02,13639,516239
overview,United Kingdom,K02000001,2020-10-01,13140,502600
overview,United Kingdom,K02000001,2020-09-30,12508,489460
overview,United Kingdom,K02000001,2020-09-29,10235,476952
overview,United Kingdom,K02000001,2020-09-28,9916,466717
overview,United Kingdom,K02000001,2020-09-27,6961,456801
overview,United Kingdom,K02000001,2020-09-26,6743,449840
overview,United Kingdom,K02000001,2020-09-25,7241,443097
overview,United Kingdom,K02000001,2020-09-24,7603,435856
overview,United Kingdom,K02000001,2020-09-23,7047,428253
overview,United Kingdom,K02000001,2020-09-22,6411,421206
overview,United Kingdom,K02000001,2020-09-21,5588,414795
overview,United Kingdom,K02000001,2020-09-20,5313,409207
overview,United Kingdom,K02000001,2020-09-19,4864,403894
overview,United Kingdom,K02000001,2020-09-18,4964,399030
overview,United Kingdom,K02000001,2020-09-17,4635,394066
overview,United Kingdom,K02000001,2020-09-16,4371,389431
overview,United Kingdom,K02000001,2020-09-15,3554,385060
overview,United Kingdom,K02000001,2020-09-14,3389,381506
overview,United Kingdom,K02000001,2020-09-13,2147,378117
overview,United Kingdom,K02000001,2020-09-12,2673,375970
overview,United Kingdom,K02000001,2020-09-11,3289,373297
overview,United Kingdom,K02000001,2020-09-10,3600,370008
overview,United Kingdom,K02000001,2020-09-09,3330,366408
overview,United Kingdom,K02000001,2020-09-08,3303,363078
overview,United Kingdom,K02000001,2020-09-07,3862,359775
overview,United Kingdom,K02000001,2020-09-06,2445,355913
overview,United Kingdom,K02000001,2020-09-05,2546,353468
overview,United Kingdom,K02000001,2020-09-04,3039,350922
overview,United Kingdom,K02000001,2020-09-03,3102,347883
overview,United Kingdom,K02000001,2020-09-02,2998,344781
overview,United Kingdom,K02000001,2020-09-01,2250,341783
overview,United Kingdom,K02000001,2020-08-31,1500,339533
overview,United Kingdom,K02000001,2020-08-30,1164,338033
overview,United Kingdom,K02000001,2020-08-29,1228,336869
overview,United Kingdom,K02000001,2020-08-28,1633,335641
overview,United Kingdom,K02000001,2020-08-27,1562,334008
overview,United Kingdom,K02000001,2020-08-26,1353,332446
overview,United Kingdom,K02000001,2020-08-25,1246,331093
overview,United Kingdom,K02000001,2020-08-24,1222,329847
overview,United Kingdom,K02000001,2020-08-23,824,328625
overview,United Kingdom,K02000001,2020-08-22,826,327801
overview,United Kingdom,K02000001,2020-08-21,1200,326975
overview,United Kingdom,K02000001,2020-08-20,1465,325775
overview,United Kingdom,K02000001,2020-08-19,1242,324310
overview,United Kingdom,K02000001,2020-08-18,1084,323068
overview,United Kingdom,K02000001,2020-08-17,1284,321984
overview,United Kingdom,K02000001,2020-08-16,600,320700
overview,United Kingdom,K02000001,2020-08-15,697,320100
overview,United Kingdom,K02000001,2020-08-14,1168,319403
overview,United Kingdom,K02000001,2020-08-13,1146,318235
overview,United Kingdom,K02000001,2020-08-12,1205,317089
overview,United Kingdom,K02000001,2020-08-11,1340,315884
overview,United Kingdom,K02000001,2020-08-10,1473,314544
overview,United Kingdom,K02000001,2020-08-09,616,313071
overview,United Kingdom,K02000001,2020-08-08,697,312455
overview,United Kingdom,K02000001,2020-08-07,943,311758
overview,United Kingdom,K02000001,2020-08-06,1084,310815
overview,United Kingdom,K02000001,2020-08-05,1062,309731
overview,United Kingdom,K02000001,2020-08-04,1022,308669
overview,United Kingdom,K02000001,2020-08-03,1043,307647
overview,United Kingdom,K02000001,2020-08-02,556,306604
overview,United Kingdom,K02000001,2020-08-01,543,306048
overview,United Kingdom,K02000001,2020-07-31,674,305505
overview,United Kingdom,K02000001,2020-07-30,925,304831
overview,United Kingdom,K02000001,2020-07-29,1039,303906
overview,United Kingdom,K02000001,2020-07-28,844,302867
overview,United Kingdom,K02000001,2020-07-27,857,302023
overview,United Kingdom,K02000001,2020-07-26,558,301166
overview,United Kingdom,K02000001,2020-07-25,522,300608
overview,United Kingdom,K02000001,2020-07-24,769,300086
overview,United Kingdom,K02000001,2020-07-23,800,299317
overview,United Kingdom,K02000001,2020-07-22,797,298517
overview,United Kingdom,K02000001,2020-07-21,783,297720
overview,United Kingdom,K02000001,2020-07-20,812,296937
overview,United Kingdom,K02000001,2020-07-19,444,296125
overview,United Kingdom,K02000001,2020-07-18,498,295681
overview,United Kingdom,K02000001,2020-07-17,581,295183
