areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-10-13,6195,672134
overview,United Kingdom,K02000001,2020-10-12,16933,665939
overview,United Kingdom,K02000001,2020-10-11,11622,649006
overview,United Kingdom,K02000001,2020-10-10,12321,637384
overview,United Kingdom,K02000001,2020-10-09,15580,625063
overview,United Kingdom,K02000001,2020-10-08,18112,609483
overview,United Kingdom,K02000001,2020-10-07,18292,591371
overview,United Kingdom,K02000001,2020-10-06,17024,573079
overview,United Kingdom,K02000001,2020-10-05,16483,556055
overview,United Kingdom,K02000001,2020-10-04,11779,539572
overview,United Kingdom,K02000001,2020-10-03,11523,527793
overview,United Kingdom,K02000001,2020-10-02,13645,516270
overview,United Kingdom,K02000001,2020-10-01,13138,502625
overview,United Kingdom,K02000001,2020-09-30,12508,489487
overview,United Kingdom,K02000001,2020-09-29,10231,476979
overview,United Kingdom,K02000001,2020-09-28,9916,466748
overview,United Kingdom,K02000001,2020-09-27,6977,456832
overview,United Kingdom,K02000001,2020-09-26,6749,449855
overview,United Kingdom,K02000001,2020-09-25,7243,443106
overview,United Kingdom,K02000001,2020-09-24,7605,435863
overview,United Kingdom,K02000001,2020-09-23,7048,428258
overview,United Kingdom,K02000001,2020-09-22,6410,421210
overview,United Kingdom,K02000001,2020-09-21,5590,414800
overview,United Kingdom,K02000001,2020-09-20,5313,409210
overview,United Kingdom,K02000001,2020-09-19,4863,403897
overview,United Kingdom,K02000001,2020-09-18,4964,399034
overview,United Kingdom,K02000001,2020-09-17,4635,394070
overview,United Kingdom,K02000001,2020-09-16,4369,389435
overview,United Kingdom,K02000001,2020-09-15,3553,385066
overview,United Kingdom,K02000001,2020-09-14,3390,381513
overview,United Kingdom,K02000001,2020-09-13,2146,378123
overview,United Kingdom,K02000001,2020-09-12,2675,375977
overview,United Kingdom,K02000001,2020-09-11,3287,373302
overview,United Kingdom,K02000001,2020-09-10,3599,370015
overview,United Kingdom,K02000001,2020-09-09,3330,366416
overview,United Kingdom,K02000001,2020-09-08,3303,363086
overview,United Kingdom,K02000001,2020-09-07,3862,359783
overview,United Kingdom,K02000001,2020-09-06,2445,355921
overview,United Kingdom,K02000001,2020-09-05,2546,353476
overview,United Kingdom,K02000001,2020-09-04,3039,350930
overview,United Kingdom,K02000001,2020-09-03,3101,347891
overview,United Kingdom,K02000001,2020-09-02,2998,344790
overview,United Kingdom,K02000001,2020-09-01,2250,341792
overview,United Kingdom,K02000001,2020-08-31,1500,339542
overview,United Kingdom,K02000001,2020-08-30,1164,338042
overview,United Kingdom,K02000001,2020-08-29,1227,336878
overview,United Kingdom,K02000001,2020-08-28,1633,335651
overview,United Kingdom,K02000001,2020-08-27,1561,334018
overview,United Kingdom,K02000001,2020-08-26,1353,332457
overview,United Kingdom,K02000001,2020-08-25,1246,331104
overview,United Kingdom,K02000001,2020-08-24,1223,329858
overview,United Kingdom,K02000001,2020-08-23,824,328635
overview,United Kingdom,K02000001,2020-08-22,827,327811
overview,United Kingdom,K02000001,2020-08-21,1197,326984
overview,United Kingdom,K02000001,2020-08-20,1465,325787
overview,United Kingdom,K02000001,2020-08-19,1241,324322
overview,United Kingdom,K02000001,2020-08-18,1084,323081
overview,United Kingdom,K02000001,2020-08-17,1284,321997
overview,United Kingdom,K02000001,2020-08-16,600,320713
overview,United Kingdom,K02000001,2020-08-15,697,320113
overview,United Kingdom,K02000001,2020-08-14,1168,319416
overview,United Kingdom,K02000001,2020-08-13,1146,318248
overview,United Kingdom,K02000001,2020-08-12,1205,317102
overview,United Kingdom,K02000001,2020-08-11,1340,315897
overview,United Kingdom,K02000001,2020-08-10,1474,314557
overview,United Kingdom,K02000001,2020-08-09,616,313083
overview,United Kingdom,K02000001,2020-08-08,697,312467
overview,United Kingdom,K02000001,2020-08-07,943,311770
overview,United Kingdom,K02000001,2020-08-06,1084,310827
overview,United Kingdom,K02000001,2020-08-05,1063,309743
overview,United Kingdom,K02000001,2020-08-04,1022,308680
overview,United Kingdom,K02000001,2020-08-03,1043,307658
overview,United Kingdom,K02000001,2020-08-02,556,306615
overview,United Kingdom,K02000001,2020-08-01,543,306059
overview,United Kingdom,K02000001,2020-07-31,674,305516
overview,United Kingdom,K02000001,2020-07-30,926,304842
overview,United Kingdom,K02000001,2020-07-29,1039,303916
overview,United Kingdom,K02000001,2020-07-28,844,302877
overview,United Kingdom,K02000001,2020-07-27,857,302033
overview,United Kingdom,K02000001,2020-07-26,558,301176
overview,United Kingdom,K02000001,2020-07-25,523,300618
overview,United Kingdom,K02000001,2020-07-24,769,300095
overview,United Kingdom,K02000001,2020-07-23,800,299326
overview,United Kingdom,K02000001,2020-07-22,798,298526
overview,United Kingdom,K02000001,2020-07-21,783,297728
overview,United Kingdom,K02000001,2020-07-20,812,296945
overview,United Kingdom,K02000001,2020-07-19,444,296133
overview,United Kingdom,K02000001,2020-07-18,498,295689
overview,United Kingdom,K02000001,2020-07-17,581,295191
overview,United Kingdom,K02000001,2020-07-16,705,294610
overview,United Kingdom,K02000001,2020-07-15,772,293905
overview,United Kingdom,K02000001,2020-07-14,690,293133
overview,United Kingdom,K02000001,2020-07-13,732,292443
overview,United Kingdom,K02000001,2020-07-12,367,291711
overview,United Kingdom,K02000001,2020-07-11,446,291344
overview,United Kingdom,K02000001,2020-07-10,565,290898
overview,United Kingdom,K02000001,2020-07-09,717,290333
overview,United Kingdom,K02000001,2020-07-08,703,289616
overview,United Kingdom,K02000001,2020-07-07,603,288913
