areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-10-15,1232,689257
overview,United Kingdom,K02000001,2020-10-14,5621,688025
overview,United Kingdom,K02000001,2020-10-13,14119,682404
overview,United Kingdom,K02000001,2020-10-12,18423,668285
overview,United Kingdom,K02000001,2020-10-11,11899,649862
overview,United Kingdom,K02000001,2020-10-10,12445,637963
overview,United Kingdom,K02000001,2020-10-09,15712,625518
overview,United Kingdom,K02000001,2020-10-08,18212,609806
overview,United Kingdom,K02000001,2020-10-07,18320,591594
overview,United Kingdom,K02000001,2020-10-06,17053,573274
overview,United Kingdom,K02000001,2020-10-05,16531,556221
overview,United Kingdom,K02000001,2020-10-04,11785,539690
overview,United Kingdom,K02000001,2020-10-03,11543,527905
overview,United Kingdom,K02000001,2020-10-02,13659,516362
overview,United Kingdom,K02000001,2020-10-01,13157,502703
overview,United Kingdom,K02000001,2020-09-30,12537,489546
overview,United Kingdom,K02000001,2020-09-29,10228,477009
overview,United Kingdom,K02000001,2020-09-28,9921,466781
overview,United Kingdom,K02000001,2020-09-27,6978,456860
overview,United Kingdom,K02000001,2020-09-26,6754,449882
overview,United Kingdom,K02000001,2020-09-25,7249,443128
overview,United Kingdom,K02000001,2020-09-24,7609,435879
overview,United Kingdom,K02000001,2020-09-23,7052,428270
overview,United Kingdom,K02000001,2020-09-22,6414,421218
overview,United Kingdom,K02000001,2020-09-21,5594,414804
overview,United Kingdom,K02000001,2020-09-20,5314,409210
overview,United Kingdom,K02000001,2020-09-19,4863,403896
overview,United Kingdom,K02000001,2020-09-18,4966,399033
overview,United Kingdom,K02000001,2020-09-17,4635,394067
overview,United Kingdom,K02000001,2020-09-16,4371,389432
overview,United Kingdom,K02000001,2020-09-15,3557,385061
overview,United Kingdom,K02000001,2020-09-14,3390,381504
overview,United Kingdom,K02000001,2020-09-13,2147,378114
overview,United Kingdom,K02000001,2020-09-12,2674,375967
overview,United Kingdom,K02000001,2020-09-11,3287,373293
overview,United Kingdom,K02000001,2020-09-10,3598,370006
overview,United Kingdom,K02000001,2020-09-09,3330,366408
overview,United Kingdom,K02000001,2020-09-08,3303,363078
overview,United Kingdom,K02000001,2020-09-07,3861,359775
overview,United Kingdom,K02000001,2020-09-06,2447,355914
overview,United Kingdom,K02000001,2020-09-05,2546,353467
overview,United Kingdom,K02000001,2020-09-04,3038,350921
overview,United Kingdom,K02000001,2020-09-03,3099,347883
overview,United Kingdom,K02000001,2020-09-02,2998,344784
overview,United Kingdom,K02000001,2020-09-01,2251,341786
overview,United Kingdom,K02000001,2020-08-31,1500,339535
overview,United Kingdom,K02000001,2020-08-30,1163,338035
overview,United Kingdom,K02000001,2020-08-29,1228,336872
overview,United Kingdom,K02000001,2020-08-28,1634,335644
overview,United Kingdom,K02000001,2020-08-27,1562,334010
overview,United Kingdom,K02000001,2020-08-26,1354,332448
overview,United Kingdom,K02000001,2020-08-25,1246,331094
overview,United Kingdom,K02000001,2020-08-24,1222,329848
overview,United Kingdom,K02000001,2020-08-23,824,328626
overview,United Kingdom,K02000001,2020-08-22,826,327802
overview,United Kingdom,K02000001,2020-08-21,1197,326976
overview,United Kingdom,K02000001,2020-08-20,1465,325779
overview,United Kingdom,K02000001,2020-08-19,1243,324314
overview,United Kingdom,K02000001,2020-08-18,1084,323071
overview,United Kingdom,K02000001,2020-08-17,1285,321987
overview,United Kingdom,K02000001,2020-08-16,599,320702
overview,United Kingdom,K02000001,2020-08-15,698,320103
overview,United Kingdom,K02000001,2020-08-14,1167,319405
overview,United Kingdom,K02000001,2020-08-13,1145,318238
overview,United Kingdom,K02000001,2020-08-12,1205,317093
overview,United Kingdom,K02000001,2020-08-11,1341,315888
overview,United Kingdom,K02000001,2020-08-10,1474,314547
overview,United Kingdom,K02000001,2020-08-09,616,313073
overview,United Kingdom,K02000001,2020-08-08,696,312457
overview,United Kingdom,K02000001,2020-08-07,943,311761
overview,United Kingdom,K02000001,2020-08-06,1083,310818
overview,United Kingdom,K02000001,2020-08-05,1060,309735
overview,United Kingdom,K02000001,2020-08-04,1022,308675
overview,United Kingdom,K02000001,2020-08-03,1041,307653
overview,United Kingdom,K02000001,2020-08-02,554,306612
overview,United Kingdom,K02000001,2020-08-01,543,306058
overview,United Kingdom,K02000001,2020-07-31,674,305515
overview,United Kingdom,K02000001,2020-07-30,925,304841
overview,United Kingdom,K02000001,2020-07-29,1039,303916
overview,United Kingdom,K02000001,2020-07-28,843,302877
overview,United Kingdom,K02000001,2020-07-27,857,302034
overview,United Kingdom,K02000001,2020-07-26,558,301177
overview,United Kingdom,K02000001,2020-07-25,523,300619
overview,United Kingdom,K02000001,2020-07-24,769,300096
overview,United Kingdom,K02000001,2020-07-23,799,299327
overview,United Kingdom,K02000001,2020-07-22,800,298528
overview,United Kingdom,K02000001,2020-07-21,783,297728
overview,United Kingdom,K02000001,2020-07-20,812,296945
overview,United Kingdom,K02000001,2020-07-19,443,296133
overview,United Kingdom,K02000001,2020-07-18,498,295690
overview,United Kingdom,K02000001,2020-07-17,580,295192
overview,United Kingdom,K02000001,2020-07-16,704,294612
overview,United Kingdom,K02000001,2020-07-15,771,293908
overview,United Kingdom,K02000001,2020-07-14,690,293137
overview,United Kingdom,K02000001,2020-07-13,731,292447
overview,United Kingdom,K02000001,2020-07-12,367,291716
overview,United Kingdom,K02000001,2020-07-11,447,291349
overview,United Kingdom,K02000001,2020-07-10,565,290902
overview,United Kingdom,K02000001,2020-07-09,716,290337
overview,United Kingdom,K02000001,2020-07-08,703,289621
overview,United Kingdom,K02000001,2020-07-07,602,288918
overview,United Kingdom,K02000001,2020-07-06,706,288316
overview,United Kingdom,K02000001,2020-07-05,556,287610
overview,United Kingdom,K02000001,2020-07-04,399,287054
overview,United Kingdom,K02000001,2020-07-03,571,286655
overview,United Kingdom,K02000001,2020-07-02,604,286084
overview,United Kingdom,K02000001,2020-07-01,648,285480
overview,United Kingdom,K02000001,2020-06-30,617,284832
overview,United Kingdom,K02000001,2020-06-29,728,284215
overview,United Kingdom,K02000001,2020-06-28,447,283487
overview,United Kingdom,K02000001,2020-06-27,652,283040
overview,United Kingdom,K02000001,2020-06-26,672,282388
overview,United Kingdom,K02000001,2020-06-25,721,281716
overview,United Kingdom,K02000001,2020-06-24,775,280995
