areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newDeaths28DaysByDeathDate
nation,England,E92000001,2022-03-16,42154,16860551,16
nation,England,E92000001,2022-03-15,69680,16818397,54
nation,England,E92000001,2022-03-14,77962,16748717,75
nation,England,E92000001,2022-03-13,59897,16670755,67
nation,England,E92000001,2022-03-12,48788,16610858,78
nation,England,E92000001,2022-03-11,52039,16562070,71
nation,England,E92000001,2022-03-10,54045,16510031,75
nation,England,E92000001,2022-03-09,55263,16455986,82
nation,England,E92000001,2022-03-08,52164,16400723,76
nation,England,E92000001,2022-03-07,50887,16348559,67
nation,England,E92000001,2022-03-06,35843,16297672,65
nation,England,E92000001,2022-03-05,28457,16261829,74
nation,England,E92000001,2022-03-04,30534,16233372,69
nation,England,E92000001,2022-03-03,31468,16202838,85
nation,England,E92000001,2022-03-02,33315,16171370,81
nation,England,E92000001,2022-03-01,31793,16138055,73
nation,England,E92000001,2022-02-28,31822,16106262,72
nation,England,E92000001,2022-02-27,22151,16074440,69
nation,England,E92000001,2022-02-26,17568,16052289,73
nation,England,E92000001,2022-02-25,19451,16034721,79
nation,England,E92000001,2022-02-24,21730,16015270,90
nation,England,E92000001,2022-02-23,25827,15993540,66
nation,England,E92000001,2022-02-22,27851,15967713,76
nation,England,E92000001,2022-02-21,32975,15939862,84
nation,England,E92000001,2022-02-20,28347,15906887,108
nation,England,E92000001,2022-02-19,26368,15878540,94
nation,England,E92000001,2022-02-18,24881,15852172,90
nation,England,E92000001,2022-02-17,34008,15827291,104
nation,England,E92000001,2022-02-16,39236,15793283,117
nation,England,E92000001,2022-02-15,39926,15754047,121
nation,England,E92000001,2022-02-14,42265,15714121,130
nation,England,E92000001,2022-02-13,32291,15671856,123
nation,England,E92000001,2022-02-12,29007,15639565,128
nation,England,E92000001,2022-02-11,34829,15610558,119
nation,England,E92000001,2022-02-10,41118,15575729,142
nation,England,E92000001,2022-02-09,50660,15534611,136
nation,England,E92000001,2022-02-08,54982,15483951,142
nation,England,E92000001,2022-02-07,62303,15428969,141
nation,England,E92000001,2022-02-06,50022,15366666,162
nation,England,E92000001,2022-02-05,43101,15316644,175
nation,England,E92000001,2022-02-04,52430,15273543,161
nation,England,E92000001,2022-02-03,63948,15221113,193
nation,England,E92000001,2022-02-02,73806,15157165,205
nation,England,E92000001,2022-02-01,78160,15083359,221
nation,England,E92000001,2022-01-31,88345,15005199,218
nation,England,E92000001,2022-01-30,74799,14916854,214
nation,England,E92000001,2022-01-29,62980,14842055,237
nation,England,E92000001,2022-01-28,71648,14779075,221
nation,England,E92000001,2022-01-27,82662,14707427,261
nation,England,E92000001,2022-01-26,93178,14624765,236
nation,England,E92000001,2022-01-25,96875,14531587,209
nation,England,E92000001,2022-01-24,109115,14434712,250
nation,England,E92000001,2022-01-23,88506,14325597,224
nation,England,E92000001,2022-01-22,70398,14237091,253
nation,England,E92000001,2022-01-21,78948,14166693,274
nation,England,E92000001,2022-01-20,86863,14087745,227
nation,England,E92000001,2022-01-19,97223,14000882,242
nation,England,E92000001,2022-01-18,103123,13903659,248
nation,England,E92000001,2022-01-17,114642,13800536,258
nation,England,E92000001,2022-01-16,85503,13685894,248
nation,England,E92000001,2022-01-15,67732,13600391,254
nation,England,E92000001,2022-01-14,75071,13532659,247
nation,England,E92000001,2022-01-13,84027,13457588,233
nation,England,E92000001,2022-01-12,89924,13373561,222
nation,England,E92000001,2022-01-11,100907,13283637,247
nation,England,E92000001,2022-01-10,116051,13182730,250
nation,England,E92000001,2022-01-09,82981,13066679,232
nation,England,E92000001,2022-01-08,81161,12983698,218
nation,England,E92000001,2022-01-07,105027,12902537,229
nation,England,E92000001,2022-01-06,150685,12797510,222
nation,England,E92000001,2022-01-05,183715,12646825,194
nation,England,E92000001,2022-01-04,234819,12463110,180
nation,England,E92000001,2022-01-03,193540,12228291,160
nation,England,E92000001,2022-01-02,148557,12034751,156
nation,England,E92000001,2022-01-01,99205,11886194,163
nation,England,E92000001,2021-12-31,152824,11786989,148
nation,England,E92000001,2021-12-30,192785,11634165,174
nation,England,E92000001,2021-12-29,223980,11441380,103
nation,England,E92000001,2021-12-28,170539,11217400,146
nation,England,E92000001,2021-12-27,155507,11046861,124
nation,England,E92000001,2021-12-26,98892,10891354,108
nation,England,E92000001,2021-12-25,59908,10792462,91
nation,England,E92000001,2021-12-24,117561,10732554,115
nation,England,E92000001,2021-12-23,137014,10614993,122
nation,England,E92000001,2021-12-22,137966,10477979,115
nation,England,E92000001,2021-12-21,129571,10340013,88
nation,England,E92000001,2021-12-20,117553,10210442,101
nation,England,E92000001,2021-12-19,78487,10092889,90
nation,England,E92000001,2021-12-18,78920,10014402,92
nation,England,E92000001,2021-12-17,84934,9935482,113
nation,England,E92000001,2021-12-16,93783,9850548,89
nation,England,E92000001,2021-12-15,99623,9756765,95
nation,England,E92000001,2021-12-14,90681,9657142,110
nation,England,E92000001,2021-12-13,76488,9566461,92
nation,England,E92000001,2021-12-12,46348,9489973,105
nation,England,E92000001,2021-12-11,41935,9443625,79
nation,England,E92000001,2021-12-10,45008,9401690,93
nation,England,E92000001,2021-12-09,48815,9356682,103
nation,England,E92000001,2021-12-08,50030,9307867,97
nation,England,E92000001,2021-12-07,48116,9257837,94
nation,England,E92000001,2021-12-06,51092,9209721,112
nation,England,E92000001,2021-12-05,34999,9158629,91
nation,England,E92000001,2021-12-04,33375,9123630,118
nation,England,E92000001,2021-12-03,39214,9090255,111
nation,England,E92000001,2021-12-02,43028,9051041,84
nation,England,E92000001,2021-12-01,47252,9008013,104
nation,England,E92000001,2021-11-30,47622,8960761,88
nation,England,E92000001,2021-11-29,47933,8913139,107
nation,England,E92000001,2021-11-28,33842,8865206,91
nation,England,E92000001,2021-11-27,28446,8831364,87
nation,England,E92000001,2021-11-26,33660,8802918,107
nation,England,E92000001,2021-11-25,37127,8769258,111
nation,England,E92000001,2021-11-24,39868,8732131,98
nation,England,E92000001,2021-11-23,40999,8692263,120
nation,England,E92000001,2021-11-22,42856,8651264,93
nation,England,E92000001,2021-11-21,31756,8608408,89
nation,England,E92000001,2021-11-20,29858,8576652,100
nation,England,E92000001,2021-11-19,33166,8546794,104
nation,England,E92000001,2021-11-18,37086,8513628,113
nation,England,E92000001,2021-11-17,38250,8476542,99
nation,England,E92000001,2021-11-16,38642,8438292,130
nation,England,E92000001,2021-11-15,42473,8399650,137
nation,England,E92000001,2021-11-14,29572,8357177,103
nation,England,E92000001,2021-11-13,27352,8327605,110
nation,England,E92000001,2021-11-12,31331,8300253,118
nation,England,E92000001,2021-11-11,33686,8268922,121
nation,England,E92000001,2021-11-10,35374,8235236,118
nation,England,E92000001,2021-11-09,34669,8199862,125
nation,England,E92000001,2021-11-08,36133,8165193,128
nation,England,E92000001,2021-11-07,25443,8129060,135
nation,England,E92000001,2021-11-06,22575,8103617,138
nation,England,E92000001,2021-11-05,24400,8081042,126
nation,England,E92000001,2021-11-04,27369,8056642,120
nation,England,E92000001,2021-11-03,29382,8029273,129
nation,England,E92000001,2021-11-02,31315,7999891,128
nation,England,E92000001,2021-11-01,37656,7968576,137
nation,England,E92000001,2021-10-31,29544,7930920,155
nation,England,E92000001,2021-10-30,28230,7901376,133
nation,England,E92000001,2021-10-29,33983,7873146,130
nation,England,E92000001,2021-10-28,35060,7839163,154
nation,England,E92000001,2021-10-27,36514,7804103,134
nation,England,E92000001,2021-10-26,35260,7767589,131
nation,England,E92000001,2021-10-25,39939,7732329,115
nation,England,E92000001,2021-10-24,30083,7692390,119
nation,England,E92000001,2021-10-23,29740,7662307,132
nation,England,E92000001,2021-10-22,34500,7632567,104
nation,England,E92000001,2021-10-21,38580,7598067,114
nation,England,E92000001,2021-10-20,43952,7559487,119
nation,England,E92000001,2021-10-19,44612,7515535,103
nation,England,E92000001,2021-10-18,49241,7470923,95
nation,England,E92000001,2021-10-17,37495,7421682,104
nation,England,E92000001,2021-10-16,31632,7384187,97
nation,England,E92000001,2021-10-15,36617,7352555,107
nation,England,E92000001,2021-10-14,39254,7315938,110
nation,England,E92000001,2021-10-13,40537,7276684,89
nation,England,E92000001,2021-10-12,40868,7236147,87
nation,England,E92000001,2021-10-11,43096,7195279,93
nation,England,E92000001,2021-10-10,31487,7152183,70
nation,England,E92000001,2021-10-09,27170,7120696,92
nation,England,E92000001,2021-10-08,29833,7093526,96
nation,England,E92000001,2021-10-07,32154,7063693,92
nation,England,E92000001,2021-10-06,32538,7031539,76
nation,England,E92000001,2021-10-05,32253,6999001,87
nation,England,E92000001,2021-10-04,36469,6966748,82
nation,England,E92000001,2021-10-03,27130,6930279,75
nation,England,E92000001,2021-10-02,21866,6903149,75
nation,England,E92000001,2021-10-01,24126,6881283,98
nation,England,E92000001,2021-09-30,26791,6857157,81
nation,England,E92000001,2021-09-29,28671,6830366,85
nation,England,E92000001,2021-09-28,29619,6801695,79
nation,England,E92000001,2021-09-27,34585,6772076,79
nation,England,E92000001,2021-09-26,26795,6737491,68
nation,England,E92000001,2021-09-25,23382,6710696,92
nation,England,E92000001,2021-09-24,25741,6687314,92
nation,England,E92000001,2021-09-23,28325,6661573,104
nation,England,E92000001,2021-09-22,28781,6633248,106
nation,England,E92000001,2021-09-21,30534,6604467,93
nation,England,E92000001,2021-09-20,32109,6573933,105
nation,England,E92000001,2021-09-19,24787,6541824,90
nation,England,E92000001,2021-09-18,20920,6517037,93
nation,England,E92000001,2021-09-17,22360,6496117,128
nation,England,E92000001,2021-09-16,22158,6473757,114
nation,England,E92000001,2021-09-15,22374,6451599,104
nation,England,E92000001,2021-09-14,22623,6429225,118
nation,England,E92000001,2021-09-13,25191,6406602,72
nation,England,E92000001,2021-09-12,17872,6381411,106
nation,England,E92000001,2021-09-11,16954,6363539,105
nation,England,E92000001,2021-09-10,21017,6346585,110
nation,England,E92000001,2021-09-09,24430,6325568,132
nation,England,E92000001,2021-09-08,25649,6301138,115
nation,England,E92000001,2021-09-07,27928,6275489,124
nation,England,E92000001,2021-09-06,33120,6247561,122
nation,England,E92000001,2021-09-05,23453,6214441,118
nation,England,E92000001,2021-09-04,23402,6190988,112
nation,England,E92000001,2021-09-03,28722,6167586,125
nation,England,E92000001,2021-09-02,30617,6138864,101
nation,England,E92000001,2021-09-01,31583,6108247,96
nation,England,E92000001,2021-08-31,33558,6076664,95
nation,England,E92000001,2021-08-30,24953,6043106,91
nation,England,E92000001,2021-08-29,19147,6018153,107
nation,England,E92000001,2021-08-28,20129,5999006,105
nation,England,E92000001,2021-08-27,24241,5978877,106
nation,England,E92000001,2021-08-26,26475,5954636,105
nation,England,E92000001,2021-08-25,27892,5928161,88
nation,England,E92000001,2021-08-24,28199,5900269,104
nation,England,E92000001,2021-08-23,30326,5872070,97
nation,England,E92000001,2021-08-22,22393,5841744,104
nation,England,E92000001,2021-08-21,22584,5819351,89
nation,England,E92000001,2021-08-20,25547,5796767,101
nation,England,E92000001,2021-08-19,29063,5771220,93
nation,England,E92000001,2021-08-18,31422,5742157,82
nation,England,E92000001,2021-08-17,31084,5710735,98
