areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newDeaths28DaysByDeathDate
nation,England,E92000001,2023-08-15,637,20874990,
nation,England,E92000001,2023-08-14,948,20874353,
nation,England,E92000001,2023-08-13,884,20873405,
nation,England,E92000001,2023-08-12,797,20872521,
nation,England,E92000001,2023-08-11,875,20871724,
nation,England,E92000001,2023-08-10,849,20870849,
nation,England,E92000001,2023-08-09,948,20870000,
nation,England,E92000001,2023-08-08,1024,20869052,
nation,England,E92000001,2023-08-07,983,20868028,
nation,England,E92000001,2023-08-06,813,20867045,
nation,England,E92000001,2023-08-05,664,20866232,
nation,England,E92000001,2023-08-04,717,20865568,
nation,England,E92000001,2023-08-03,752,20864851,
nation,England,E92000001,2023-08-02,796,20864099,
nation,England,E92000001,2023-08-01,837,20863303,
nation,England,E92000001,2023-07-31,844,20862466,
nation,England,E92000001,2023-07-30,749,20861622,
nation,England,E92000001,2023-07-29,629,20860873,
nation,England,E92000001,2023-07-28,624,20860244,
nation,England,E92000001,2023-07-27,627,20859620,
nation,England,E92000001,2023-07-26,621,20858993,
nation,England,E92000001,2023-07-25,645,20858372,
nation,England,E92000001,2023-07-24,630,20857727,
nation,England,E92000001,2023-07-23,493,20857097,
nation,England,E92000001,2023-07-22,412,20856604,
nation,England,E92000001,2023-07-21,444,20856192,
nation,England,E92000001,2023-07-20,496,20855748,
nation,England,E92000001,2023-07-19,467,20855252,
nation,England,E92000001,2023-07-18,517,20854785,
nation,England,E92000001,2023-07-17,491,20854268,
nation,England,E92000001,2023-07-16,383,20853777,
nation,England,E92000001,2023-07-15,338,20853394,
nation,England,E92000001,2023-07-14,340,20853056,
nation,England,E92000001,2023-07-13,417,20852716,
nation,England,E92000001,2023-07-12,418,20852299,
nation,England,E92000001,2023-07-11,449,20851881,
nation,England,E92000001,2023-07-10,457,20851432,
nation,England,E92000001,2023-07-09,392,20850975,
nation,England,E92000001,2023-07-08,308,20850583,
nation,England,E92000001,2023-07-07,350,20850275,
nation,England,E92000001,2023-07-06,314,20849925,
nation,England,E92000001,2023-07-05,345,20849611,
nation,England,E92000001,2023-07-04,309,20849266,
nation,England,E92000001,2023-07-03,345,20848957,2
nation,England,E92000001,2023-07-02,264,20848612,13
nation,England,E92000001,2023-07-01,209,20848348,8
nation,England,E92000001,2023-06-30,236,20848139,9
nation,England,E92000001,2023-06-29,252,20847903,14
nation,England,E92000001,2023-06-28,297,20847651,7
nation,England,E92000001,2023-06-27,295,20847354,15
nation,England,E92000001,2023-06-26,305,20847059,16
nation,England,E92000001,2023-06-25,303,20846754,26
nation,England,E92000001,2023-06-24,259,20846451,13
nation,England,E92000001,2023-06-23,289,20846192,19
nation,England,E92000001,2023-06-22,345,20845903,14
nation,England,E92000001,2023-06-21,371,20845558,18
nation,England,E92000001,2023-06-20,396,20845187,25
nation,England,E92000001,2023-06-19,421,20844791,17
nation,England,E92000001,2023-06-18,350,20844370,15
nation,England,E92000001,2023-06-17,333,20844020,22
nation,England,E92000001,2023-06-16,340,20843687,35
nation,England,E92000001,2023-06-15,385,20843347,27
nation,England,E92000001,2023-06-14,463,20842962,30
nation,England,E92000001,2023-06-13,509,20842499,29
nation,England,E92000001,2023-06-12,584,20841990,29
nation,England,E92000001,2023-06-11,516,20841406,34
nation,England,E92000001,2023-06-10,382,20840890,25
nation,England,E92000001,2023-06-09,468,20840508,32
nation,England,E92000001,2023-06-08,578,20840040,29
nation,England,E92000001,2023-06-07,682,20839462,34
nation,England,E92000001,2023-06-06,757,20838780,38
nation,England,E92000001,2023-06-05,806,20838023,32
nation,England,E92000001,2023-06-04,614,20837217,30
nation,England,E92000001,2023-06-03,471,20836603,35
nation,England,E92000001,2023-06-02,578,20836132,32
nation,England,E92000001,2023-06-01,674,20835554,44
nation,England,E92000001,2023-05-31,812,20834880,29
nation,England,E92000001,2023-05-30,780,20834068,43
nation,England,E92000001,2023-05-29,745,20833288,43
nation,England,E92000001,2023-05-28,594,20832543,35
nation,England,E92000001,2023-05-27,567,20831949,43
nation,England,E92000001,2023-05-26,707,20831382,45
nation,England,E92000001,2023-05-25,821,20830675,33
nation,England,E92000001,2023-05-24,921,20829854,42
nation,England,E92000001,2023-05-23,1041,20828933,52
nation,England,E92000001,2023-05-22,1095,20827892,43
nation,England,E92000001,2023-05-21,881,20826797,33
nation,England,E92000001,2023-05-20,717,20825916,39
nation,England,E92000001,2023-05-19,882,20825199,53
nation,England,E92000001,2023-05-18,974,20824317,48
nation,England,E92000001,2023-05-17,991,20823343,52
nation,England,E92000001,2023-05-16,1069,20822352,51
nation,England,E92000001,2023-05-15,1137,20821283,54
nation,England,E92000001,2023-05-14,1030,20820146,53
nation,England,E92000001,2023-05-13,782,20819116,35
nation,England,E92000001,2023-05-12,948,20818334,51
nation,England,E92000001,2023-05-11,1196,20817386,54
nation,England,E92000001,2023-05-10,1267,20816190,50
nation,England,E92000001,2023-05-09,1446,20814923,54
nation,England,E92000001,2023-05-08,1328,20813477,62
nation,England,E92000001,2023-05-07,1107,20812149,65
nation,England,E92000001,2023-05-06,934,20811042,57
nation,England,E92000001,2023-05-05,1198,20810108,53
nation,England,E92000001,2023-05-04,1478,20808910,56
nation,England,E92000001,2023-05-03,1525,20807432,77
nation,England,E92000001,2023-05-02,1777,20805907,75
nation,England,E92000001,2023-05-01,1650,20804130,52
nation,England,E92000001,2023-04-30,1240,20802480,58
nation,England,E92000001,2023-04-29,1210,20801240,80
nation,England,E92000001,2023-04-28,1369,20800030,59
nation,England,E92000001,2023-04-27,1514,20798661,68
nation,England,E92000001,2023-04-26,1569,20797147,82
nation,England,E92000001,2023-04-25,1604,20795578,63
nation,England,E92000001,2023-04-24,1706,20793974,62
nation,England,E92000001,2023-04-23,1432,20792268,86
nation,England,E92000001,2023-04-22,1190,20790836,77
nation,England,E92000001,2023-04-21,1343,20789646,97
nation,England,E92000001,2023-04-20,1488,20788303,75
nation,England,E92000001,2023-04-19,1702,20786815,96
nation,England,E92000001,2023-04-18,1803,20785113,83
nation,England,E92000001,2023-04-17,2060,20783310,92
nation,England,E92000001,2023-04-16,1788,20781250,97
nation,England,E92000001,2023-04-15,1271,20779462,78
nation,England,E92000001,2023-04-14,1553,20778191,95
nation,England,E92000001,2023-04-13,1880,20776638,95
nation,England,E92000001,2023-04-12,2054,20774758,100
nation,England,E92000001,2023-04-11,2281,20772704,93
nation,England,E92000001,2023-04-10,2133,20770423,108
nation,England,E92000001,2023-04-09,1643,20768290,101
nation,England,E92000001,2023-04-08,1531,20766647,99
nation,England,E92000001,2023-04-07,1599,20765116,121
nation,England,E92000001,2023-04-06,1965,20763517,125
nation,England,E92000001,2023-04-05,2237,20761552,89
nation,England,E92000001,2023-04-04,2185,20759315,133
nation,England,E92000001,2023-04-03,2457,20757130,107
nation,England,E92000001,2023-04-02,2249,20754673,96
nation,England,E92000001,2023-04-01,2083,20752424,105
nation,England,E92000001,2023-03-31,2509,20750341,109
nation,England,E92000001,2023-03-30,3050,20747832,145
nation,England,E92000001,2023-03-29,3438,20744782,127
nation,England,E92000001,2023-03-28,3597,20741344,137
nation,England,E92000001,2023-03-27,3924,20737747,128
nation,England,E92000001,2023-03-26,3156,20733823,111
nation,England,E92000001,2023-03-25,2748,20730667,141
nation,England,E92000001,2023-03-24,3744,20727919,129
nation,England,E92000001,2023-03-23,3969,20724175,119
nation,England,E92000001,2023-03-22,4324,20720206,133
nation,England,E92000001,2023-03-21,4747,20715882,143
nation,England,E92000001,2023-03-20,4729,20711135,118
nation,England,E92000001,2023-03-19,3683,20706406,118
nation,England,E92000001,2023-03-18,3105,20702723,123
nation,England,E92000001,2023-03-17,3717,20699618,139
nation,England,E92000001,2023-03-16,4351,20695901,146
nation,England,E92000001,2023-03-15,4371,20691550,141
nation,England,E92000001,2023-03-14,5072,20687179,125
nation,England,E92000001,2023-03-13,5289,20682107,127
nation,England,E92000001,2023-03-12,4026,20676818,138
nation,England,E92000001,2023-03-11,3084,20672792,120
nation,England,E92000001,2023-03-10,3592,20669708,132
nation,England,E92000001,2023-03-09,3961,20666116,122
nation,England,E92000001,2023-03-08,4318,20662155,130
nation,England,E92000001,2023-03-07,4455,20657837,143
nation,England,E92000001,2023-03-06,4577,20653382,118
nation,England,E92000001,2023-03-05,3155,20648805,124
nation,England,E92000001,2023-03-04,2572,20645650,124
nation,England,E92000001,2023-03-03,3421,20643078,118
nation,England,E92000001,2023-03-02,3564,20639657,124
nation,England,E92000001,2023-03-01,3972,20636093,104
nation,England,E92000001,2023-02-28,4147,20632121,112
nation,England,E92000001,2023-02-27,4318,20627974,117
nation,England,E92000001,2023-02-26,2901,20623656,113
nation,England,E92000001,2023-02-25,2529,20620755,109
