areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-10-08,5815,589653
overview,United Kingdom,K02000001,2020-10-07,13241,583838
overview,United Kingdom,K02000001,2020-10-06,15118,570597
overview,United Kingdom,K02000001,2020-10-05,16145,555479
overview,United Kingdom,K02000001,2020-10-04,11753,539334
overview,United Kingdom,K02000001,2020-10-03,11525,527581
overview,United Kingdom,K02000001,2020-10-02,13645,516056
overview,United Kingdom,K02000001,2020-10-01,13126,502411
overview,United Kingdom,K02000001,2020-09-30,12518,489285
overview,United Kingdom,K02000001,2020-09-29,10224,476767
overview,United Kingdom,K02000001,2020-09-28,9892,466543
overview,United Kingdom,K02000001,2020-09-27,6963,456651
overview,United Kingdom,K02000001,2020-09-26,6744,449688
overview,United Kingdom,K02000001,2020-09-25,7243,442944
overview,United Kingdom,K02000001,2020-09-24,7607,435701
overview,United Kingdom,K02000001,2020-09-23,7044,428094
overview,United Kingdom,K02000001,2020-09-22,6400,421050
overview,United Kingdom,K02000001,2020-09-21,5592,414650
overview,United Kingdom,K02000001,2020-09-20,5312,409058
overview,United Kingdom,K02000001,2020-09-19,4865,403746
overview,United Kingdom,K02000001,2020-09-18,4960,398881
overview,United Kingdom,K02000001,2020-09-17,4634,393921
overview,United Kingdom,K02000001,2020-09-16,4369,389287
overview,United Kingdom,K02000001,2020-09-15,3555,384918
overview,United Kingdom,K02000001,2020-09-14,3389,381363
overview,United Kingdom,K02000001,2020-09-13,2145,377974
overview,United Kingdom,K02000001,2020-09-12,2672,375829
overview,United Kingdom,K02000001,2020-09-11,3285,373157
overview,United Kingdom,K02000001,2020-09-10,3598,369872
overview,United Kingdom,K02000001,2020-09-09,3330,366274
overview,United Kingdom,K02000001,2020-09-08,3297,362944
overview,United Kingdom,K02000001,2020-09-07,3862,359647
overview,United Kingdom,K02000001,2020-09-06,2446,355785
overview,United Kingdom,K02000001,2020-09-05,2545,353339
overview,United Kingdom,K02000001,2020-09-04,3037,350794
overview,United Kingdom,K02000001,2020-09-03,3098,347757
overview,United Kingdom,K02000001,2020-09-02,2994,344659
overview,United Kingdom,K02000001,2020-09-01,2246,341665
overview,United Kingdom,K02000001,2020-08-31,1500,339419
overview,United Kingdom,K02000001,2020-08-30,1165,337919
overview,United Kingdom,K02000001,2020-08-29,1227,336754
overview,United Kingdom,K02000001,2020-08-28,1631,335527
overview,United Kingdom,K02000001,2020-08-27,1559,333896
overview,United Kingdom,K02000001,2020-08-26,1351,332337
overview,United Kingdom,K02000001,2020-08-25,1243,330986
overview,United Kingdom,K02000001,2020-08-24,1220,329743
overview,United Kingdom,K02000001,2020-08-23,824,328523
overview,United Kingdom,K02000001,2020-08-22,826,327699
overview,United Kingdom,K02000001,2020-08-21,1196,326873
overview,United Kingdom,K02000001,2020-08-20,1465,325677
overview,United Kingdom,K02000001,2020-08-19,1240,324212
overview,United Kingdom,K02000001,2020-08-18,1083,322972
overview,United Kingdom,K02000001,2020-08-17,1284,321889
overview,United Kingdom,K02000001,2020-08-16,600,320605
overview,United Kingdom,K02000001,2020-08-15,697,320005
overview,United Kingdom,K02000001,2020-08-14,1167,319308
overview,United Kingdom,K02000001,2020-08-13,1143,318141
overview,United Kingdom,K02000001,2020-08-12,1204,316998
overview,United Kingdom,K02000001,2020-08-11,1337,315794
overview,United Kingdom,K02000001,2020-08-10,1474,314457
overview,United Kingdom,K02000001,2020-08-09,615,312983
overview,United Kingdom,K02000001,2020-08-08,695,312368
overview,United Kingdom,K02000001,2020-08-07,940,311673
overview,United Kingdom,K02000001,2020-08-06,1083,310733
overview,United Kingdom,K02000001,2020-08-05,1059,309650
overview,United Kingdom,K02000001,2020-08-04,1021,308591
overview,United Kingdom,K02000001,2020-08-03,1042,307570
overview,United Kingdom,K02000001,2020-08-02,556,306528
overview,United Kingdom,K02000001,2020-08-01,542,305972
overview,United Kingdom,K02000001,2020-07-31,675,305430
overview,United Kingdom,K02000001,2020-07-30,924,304755
overview,United Kingdom,K02000001,2020-07-29,1039,303831
overview,United Kingdom,K02000001,2020-07-28,844,302792
overview,United Kingdom,K02000001,2020-07-27,856,301948
overview,United Kingdom,K02000001,2020-07-26,558,301092
overview,United Kingdom,K02000001,2020-07-25,522,300534
overview,United Kingdom,K02000001,2020-07-24,768,300012
overview,United Kingdom,K02000001,2020-07-23,799,299244
overview,United Kingdom,K02000001,2020-07-22,796,298445
overview,United Kingdom,K02000001,2020-07-21,781,297649
overview,United Kingdom,K02000001,2020-07-20,810,296868
overview,United Kingdom,K02000001,2020-07-19,442,296058
overview,United Kingdom,K02000001,2020-07-18,498,295616
overview,United Kingdom,K02000001,2020-07-17,576,295118
overview,United Kingdom,K02000001,2020-07-16,703,294542
overview,United Kingdom,K02000001,2020-07-15,770,293839
overview,United Kingdom,K02000001,2020-07-14,691,293069
overview,United Kingdom,K02000001,2020-07-13,733,292378
overview,United Kingdom,K02000001,2020-07-12,367,291645
overview,United Kingdom,K02000001,2020-07-11,447,291278
overview,United Kingdom,K02000001,2020-07-10,565,290831
overview,United Kingdom,K02000001,2020-07-09,716,290266
overview,United Kingdom,K02000001,2020-07-08,702,289550
overview,United Kingdom,K02000001,2020-07-07,603,288848
overview,United Kingdom,K02000001,2020-07-06,708,288245
overview,United Kingdom,K02000001,2020-07-05,553,287537
overview,United Kingdom,K02000001,2020-07-04,402,286984
overview,United Kingdom,K02000001,2020-07-03,568,286582
overview,United Kingdom,K02000001,2020-07-02,605,286014
overview,United Kingdom,K02000001,2020-07-01,647,285409
overview,United Kingdom,K02000001,2020-06-30,617,284762
overview,United Kingdom,K02000001,2020-06-29,728,284145
overview,United Kingdom,K02000001,2020-06-28,446,283417
overview,United Kingdom,K02000001,2020-06-27,651,282971
overview,United Kingdom,K02000001,2020-06-26,668,282320
overview,United Kingdom,K02000001,2020-06-25,718,281652
overview,United Kingdom,K02000001,2020-06-24,777,280934
overview,United Kingdom,K02000001,2020-06-23,884,280157
overview,United Kingdom,K02000001,2020-06-22,896,279273
overview,United Kingdom,K02000001,2020-06-21,637,278377
overview,United Kingdom,K02000001,2020-06-20,685,277740
overview,United Kingdom,K02000001,2020-06-19,992,277055
overview,United Kingdom,K02000001,2020-06-18,1022,276063
overview,United Kingdom,K02000001,2020-06-17,1015,275041
overview,United Kingdom,K02000001,2020-06-16,1103,274026
overview,United Kingdom,K02000001,2020-06-15,1041,272923
overview,United Kingdom,K02000001,2020-06-14,821,271882
overview,United Kingdom,K02000001,2020-06-13,888,271061
overview,United Kingdom,K02000001,2020-06-12,1052,270173
overview,United Kingdom,K02000001,2020-06-11,1011,269121
overview,United Kingdom,K02000001,2020-06-10,1194,268110
overview,United Kingdom,K02000001,2020-06-09,1155,266916
overview,United Kingdom,K02000001,2020-06-08,1093,265761
overview,United Kingdom,K02000001,2020-06-07,720,264668
overview,United Kingdom,K02000001,2020-06-06,805,263948
overview,United Kingdom,K02000001,2020-06-05,1123,263143
overview,United Kingdom,K02000001,2020-06-04,1248,262020
overview,United Kingdom,K02000001,2020-06-03,1363,260772
overview,United Kingdom,K02000001,2020-06-02,1491,259409
overview,United Kingdom,K02000001,2020-06-01,1437,257918
overview,United Kingdom,K02000001,2020-05-31,1080,256481
overview,United Kingdom,K02000001,2020-05-30,1121,255401
overview,United Kingdom,K02000001,2020-05-29,1526,254280
overview,United Kingdom,K02000001,2020-05-28,1755,252754
overview,United Kingdom,K02000001,2020-05-27,1829,250999
overview,United Kingdom,K02000001,2020-05-26,1664,249170
overview,United Kingdom,K02000001,2020-05-25,1620,247506
