areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newDeaths28DaysByDeathDate
nation,England,E92000001,2021-01-14,4243,2885082,289
nation,England,E92000001,2021-01-13,31143,2880839,696
nation,England,E92000001,2021-01-12,41103,2849696,843
nation,England,E92000001,2021-01-11,50136,2808593,891
nation,England,E92000001,2021-01-10,32478,2758457,810
nation,England,E92000001,2021-01-09,35076,2725979,798
nation,England,E92000001,2021-01-08,42075,2690903,762
nation,England,E92000001,2021-01-07,46501,2648828,808
nation,England,E92000001,2021-01-06,51000,2602327,768
nation,England,E92000001,2021-01-05,57630,2551327,776
nation,England,E92000001,2021-01-04,68946,2493697,739
nation,England,E92000001,2021-01-03,49479,2424751,617
nation,England,E92000001,2021-01-02,54126,2375272,649
nation,England,E92000001,2021-01-01,28187,2321146,614
nation,England,E92000001,2020-12-31,46671,2292959,628
nation,England,E92000001,2020-12-30,62842,2246288,611
nation,England,E92000001,2020-12-29,72456,2183446,573
nation,England,E92000001,2020-12-28,39997,2110990,576
nation,England,E92000001,2020-12-27,42456,2070993,561
nation,England,E92000001,2020-12-26,36690,2028537,565
nation,England,E92000001,2020-12-25,12673,1991847,529
nation,England,E92000001,2020-12-24,28724,1979174,477
nation,England,E92000001,2020-12-23,37709,1950450,483
nation,England,E92000001,2020-12-22,40913,1912741,484
nation,England,E92000001,2020-12-21,42597,1871828,486
nation,England,E92000001,2020-12-20,28952,1829231,427
nation,England,E92000001,2020-12-19,21741,1800279,407
nation,England,E92000001,2020-12-18,31849,1778538,431
nation,England,E92000001,2020-12-17,29609,1746689,433
nation,England,E92000001,2020-12-16,30078,1717080,358
nation,England,E92000001,2020-12-15,29110,1687002,384
nation,England,E92000001,2020-12-14,29522,1657892,411
nation,England,E92000001,2020-12-13,18135,1628370,361
nation,England,E92000001,2020-12-12,16035,1610235,375
nation,England,E92000001,2020-12-11,19895,1594200,397
nation,England,E92000001,2020-12-10,18570,1574305,371
nation,England,E92000001,2020-12-09,17503,1555735,374
nation,England,E92000001,2020-12-08,16692,1538232,373
nation,England,E92000001,2020-12-07,17410,1521540,356
nation,England,E92000001,2020-12-06,10889,1504130,352
nation,England,E92000001,2020-12-05,10179,1493241,339
nation,England,E92000001,2020-12-04,12897,1483062,412
nation,England,E92000001,2020-12-03,12534,1470165,403
nation,England,E92000001,2020-12-02,13441,1457631,335
nation,England,E92000001,2020-12-01,13512,1444190,348
nation,England,E92000001,2020-11-30,15036,1430678,361
nation,England,E92000001,2020-11-29,8906,1415642,401
nation,England,E92000001,2020-11-28,9191,1406736,379
nation,England,E92000001,2020-11-27,12265,1397545,359
nation,England,E92000001,2020-11-26,12260,1385280,374
nation,England,E92000001,2020-11-25,13922,1373020,421
nation,England,E92000001,2020-11-24,14029,1359098,403
nation,England,E92000001,2020-11-23,16189,1345069,400
nation,England,E92000001,2020-11-22,10038,1328880,406
nation,England,E92000001,2020-11-21,10608,1318842,397
nation,England,E92000001,2020-11-20,14684,1308234,388
nation,England,E92000001,2020-11-19,15495,1293550,397
nation,England,E92000001,2020-11-18,18219,1278055,437
nation,England,E92000001,2020-11-17,20336,1259836,362
nation,England,E92000001,2020-11-16,23719,1239500,359
nation,England,E92000001,2020-11-15,14216,1215781,380
nation,England,E92000001,2020-11-14,16030,1201565,357
nation,England,E92000001,2020-11-13,21644,1185535,358
nation,England,E92000001,2020-11-12,21951,1163891,350
nation,England,E92000001,2020-11-11,24635,1141940,310
nation,England,E92000001,2020-11-10,24465,1117305,318
nation,England,E92000001,2020-11-09,28094,1092840,403
nation,England,E92000001,2020-11-08,17959,1064746,340
nation,England,E92000001,2020-11-07,16622,1046787,332
nation,England,E92000001,2020-11-06,20815,1030165,334
nation,England,E92000001,2020-11-05,20877,1009350,301
nation,England,E92000001,2020-11-04,20697,988473,278
nation,England,E92000001,2020-11-03,22310,967776,292
nation,England,E92000001,2020-11-02,27930,945466,281
nation,England,E92000001,2020-11-01,13369,917536,285
nation,England,E92000001,2020-10-31,14355,904167,277
nation,England,E92000001,2020-10-30,19655,889812,280
nation,England,E92000001,2020-10-29,19988,870157,249
nation,England,E92000001,2020-10-28,20236,850169,238
nation,England,E92000001,2020-10-27,20506,829933,218
nation,England,E92000001,2020-10-26,22761,809427,222
nation,England,E92000001,2020-10-25,13168,786666,204
nation,England,E92000001,2020-10-24,13520,773498,171
nation,England,E92000001,2020-10-23,18129,759978,188
nation,England,E92000001,2020-10-22,19620,741849,185
nation,England,E92000001,2020-10-21,21509,722229,192
nation,England,E92000001,2020-10-20,21342,700720,171
nation,England,E92000001,2020-10-19,22115,679378,159
nation,England,E92000001,2020-10-18,11857,657263,120
