areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-10-11,1135,617688
overview,United Kingdom,K02000001,2020-10-10,5375,616553
overview,United Kingdom,K02000001,2020-10-09,7520,611178
overview,United Kingdom,K02000001,2020-10-08,14135,603658
overview,United Kingdom,K02000001,2020-10-07,16877,589523
overview,United Kingdom,K02000001,2020-10-06,16735,572646
overview,United Kingdom,K02000001,2020-10-05,16429,555911
overview,United Kingdom,K02000001,2020-10-04,11768,539482
overview,United Kingdom,K02000001,2020-10-03,11526,527714
overview,United Kingdom,K02000001,2020-10-02,13642,516188
overview,United Kingdom,K02000001,2020-10-01,13124,502546
overview,United Kingdom,K02000001,2020-09-30,12504,489422
overview,United Kingdom,K02000001,2020-09-29,10209,476918
overview,United Kingdom,K02000001,2020-09-28,9896,466709
overview,United Kingdom,K02000001,2020-09-27,6962,456813
overview,United Kingdom,K02000001,2020-09-26,6741,449851
overview,United Kingdom,K02000001,2020-09-25,7239,443110
overview,United Kingdom,K02000001,2020-09-24,7606,435871
overview,United Kingdom,K02000001,2020-09-23,7046,428265
overview,United Kingdom,K02000001,2020-09-22,6407,421219
overview,United Kingdom,K02000001,2020-09-21,5594,414812
overview,United Kingdom,K02000001,2020-09-20,5313,409218
overview,United Kingdom,K02000001,2020-09-19,4864,403905
overview,United Kingdom,K02000001,2020-09-18,4964,399041
overview,United Kingdom,K02000001,2020-09-17,4639,394077
overview,United Kingdom,K02000001,2020-09-16,4370,389438
overview,United Kingdom,K02000001,2020-09-15,3559,385068
overview,United Kingdom,K02000001,2020-09-14,3389,381509
overview,United Kingdom,K02000001,2020-09-13,2148,378120
overview,United Kingdom,K02000001,2020-09-12,2674,375972
overview,United Kingdom,K02000001,2020-09-11,3289,373298
overview,United Kingdom,K02000001,2020-09-10,3597,370009
overview,United Kingdom,K02000001,2020-09-09,3330,366412
overview,United Kingdom,K02000001,2020-09-08,3299,363082
overview,United Kingdom,K02000001,2020-09-07,3862,359783
overview,United Kingdom,K02000001,2020-09-06,2446,355921
overview,United Kingdom,K02000001,2020-09-05,2546,353475
overview,United Kingdom,K02000001,2020-09-04,3039,350929
overview,United Kingdom,K02000001,2020-09-03,3101,347890
overview,United Kingdom,K02000001,2020-09-02,2999,344789
overview,United Kingdom,K02000001,2020-09-01,2250,341790
overview,United Kingdom,K02000001,2020-08-31,1500,339540
overview,United Kingdom,K02000001,2020-08-30,1164,338040
overview,United Kingdom,K02000001,2020-08-29,1228,336876
overview,United Kingdom,K02000001,2020-08-28,1632,335648
overview,United Kingdom,K02000001,2020-08-27,1562,334016
overview,United Kingdom,K02000001,2020-08-26,1353,332454
overview,United Kingdom,K02000001,2020-08-25,1246,331101
overview,United Kingdom,K02000001,2020-08-24,1222,329855
overview,United Kingdom,K02000001,2020-08-23,823,328633
overview,United Kingdom,K02000001,2020-08-22,828,327810
overview,United Kingdom,K02000001,2020-08-21,1198,326982
overview,United Kingdom,K02000001,2020-08-20,1466,325784
overview,United Kingdom,K02000001,2020-08-19,1242,324318
overview,United Kingdom,K02000001,2020-08-18,1084,323076
overview,United Kingdom,K02000001,2020-08-17,1285,321992
overview,United Kingdom,K02000001,2020-08-16,601,320707
overview,United Kingdom,K02000001,2020-08-15,698,320106
overview,United Kingdom,K02000001,2020-08-14,1169,319408
overview,United Kingdom,K02000001,2020-08-13,1145,318239
overview,United Kingdom,K02000001,2020-08-12,1205,317094
overview,United Kingdom,K02000001,2020-08-11,1341,315889
overview,United Kingdom,K02000001,2020-08-10,1474,314548
overview,United Kingdom,K02000001,2020-08-09,616,313074
overview,United Kingdom,K02000001,2020-08-08,697,312458
overview,United Kingdom,K02000001,2020-08-07,943,311761
overview,United Kingdom,K02000001,2020-08-06,1083,310818
overview,United Kingdom,K02000001,2020-08-05,1061,309735
overview,United Kingdom,K02000001,2020-08-04,1022,308674
overview,United Kingdom,K02000001,2020-08-03,1042,307652
overview,United Kingdom,K02000001,2020-08-02,554,306610
overview,United Kingdom,K02000001,2020-08-01,543,306056
overview,United Kingdom,K02000001,2020-07-31,674,305513
overview,United Kingdom,K02000001,2020-07-30,927,304839
overview,United Kingdom,K02000001,2020-07-29,1040,303912
overview,United Kingdom,K02000001,2020-07-28,844,302872
overview,United Kingdom,K02000001,2020-07-27,857,302028
overview,United Kingdom,K02000001,2020-07-26,558,301171
overview,United Kingdom,K02000001,2020-07-25,522,300613
overview,United Kingdom,K02000001,2020-07-24,769,300091
overview,United Kingdom,K02000001,2020-07-23,800,299322
overview,United Kingdom,K02000001,2020-07-22,797,298522
overview,United Kingdom,K02000001,2020-07-21,783,297725
overview,United Kingdom,K02000001,2020-07-20,812,296942
overview,United Kingdom,K02000001,2020-07-19,444,296130
overview,United Kingdom,K02000001,2020-07-18,498,295686
overview,United Kingdom,K02000001,2020-07-17,582,295188
overview,United Kingdom,K02000001,2020-07-16,705,294606
overview,United Kingdom,K02000001,2020-07-15,771,293901
overview,United Kingdom,K02000001,2020-07-14,691,293130
overview,United Kingdom,K02000001,2020-07-13,732,292439
overview,United Kingdom,K02000001,2020-07-12,367,291707
overview,United Kingdom,K02000001,2020-07-11,447,291340
overview,United Kingdom,K02000001,2020-07-10,564,290893
overview,United Kingdom,K02000001,2020-07-09,717,290329
overview,United Kingdom,K02000001,2020-07-08,702,289612
overview,United Kingdom,K02000001,2020-07-07,603,288910
overview,United Kingdom,K02000001,2020-07-06,707,288307
overview,United Kingdom,K02000001,2020-07-05,555,287600
overview,United Kingdom,K02000001,2020-07-04,403,287045
overview,United Kingdom,K02000001,2020-07-03,572,286642
overview,United Kingdom,K02000001,2020-07-02,605,286070
overview,United Kingdom,K02000001,2020-07-01,651,285465
overview,United Kingdom,K02000001,2020-06-30,616,284814
overview,United Kingdom,K02000001,2020-06-29,727,284198
overview,United Kingdom,K02000001,2020-06-28,447,283471
overview,United Kingdom,K02000001,2020-06-27,652,283024
overview,United Kingdom,K02000001,2020-06-26,672,282372
overview,United Kingdom,K02000001,2020-06-25,719,281700
overview,United Kingdom,K02000001,2020-06-24,777,280981
overview,United Kingdom,K02000001,2020-06-23,886,280204
overview,United Kingdom,K02000001,2020-06-22,896,279318
overview,United Kingdom,K02000001,2020-06-21,636,278422
overview,United Kingdom,K02000001,2020-06-20,685,277786
overview,United Kingdom,K02000001,2020-06-19,993,277101
overview,United Kingdom,K02000001,2020-06-18,1026,276108
overview,United Kingdom,K02000001,2020-06-17,1013,275082
overview,United Kingdom,K02000001,2020-06-16,1103,274069
overview,United Kingdom,K02000001,2020-06-15,1042,272966
overview,United Kingdom,K02000001,2020-06-14,821,271924
overview,United Kingdom,K02000001,2020-06-13,892,271103
overview,United Kingdom,K02000001,2020-06-12,1049,270211
overview,United Kingdom,K02000001,2020-06-11,1012,269162
overview,United Kingdom,K02000001,2020-06-10,1194,268150
overview,United Kingdom,K02000001,2020-06-09,1157,266956
overview,United Kingdom,K02000001,2020-06-08,1094,265799
overview,United Kingdom,K02000001,2020-06-07,720,264705
overview,United Kingdom,K02000001,2020-06-06,803,263985
overview,United Kingdom,K02000001,2020-06-05,1124,263182
overview,United Kingdom,K02000001,2020-06-04,1249,262058
overview,United Kingdom,K02000001,2020-06-03,1364,260809
overview,United Kingdom,K02000001,2020-06-02,1493,259445
overview,United Kingdom,K02000001,2020-06-01,1438,257952
overview,United Kingdom,K02000001,2020-05-31,1080,256514
overview,United Kingdom,K02000001,2020-05-30,1120,255434
overview,United Kingdom,K02000001,2020-05-29,1524,254314
overview,United Kingdom,K02000001,2020-05-28,1755,252790
overview,United Kingdom,K02000001,2020-05-27,1830,251035
overview,United Kingdom,K02000001,2020-05-26,1668,249205
overview,United Kingdom,K02000001,2020-05-25,1622,247537
overview,United Kingdom,K02000001,2020-05-24,1365,245915
overview,United Kingdom,K02000001,2020-05-23,1525,244550
overview,United Kingdom,K02000001,2020-05-22,2060,243025
overview,United Kingdom,K02000001,2020-05-21,2573,240965
overview,United Kingdom,K02000001,2020-05-20,2714,238392
overview,United Kingdom,K02000001,2020-05-19,3054,235678
overview,United Kingdom,K02000001,2020-05-18,2586,232624
overview,United Kingdom,K02000001,2020-05-17,1838,230038
overview,United Kingdom,K02000001,2020-05-16,2079,228200
overview,United Kingdom,K02000001,2020-05-15,2525,226121
overview,United Kingdom,K02000001,2020-05-14,2629,223596
overview,United Kingdom,K02000001,2020-05-13,3307,220967
overview,United Kingdom,K02000001,2020-05-12,3400,217660
overview,United Kingdom,K02000001,2020-05-11,3583,214260
overview,United Kingdom,K02000001,2020-05-10,2324,210677
overview,United Kingdom,K02000001,2020-05-09,2160,208353
overview,United Kingdom,K02000001,2020-05-08,3059,206193
overview,United Kingdom,K02000001,2020-05-07,3764,203134
overview,United Kingdom,K02000001,2020-05-06,3826,199370
overview,United Kingdom,K02000001,2020-05-05,3684,195544
overview,United Kingdom,K02000001,2020-05-04,3384,191860
overview,United Kingdom,K02000001,2020-05-03,2981,188476
overview,United Kingdom,K02000001,2020-05-02,3231,185495
overview,United Kingdom,K02000001,2020-05-01,4735,182264
overview,United Kingdom,K02000001,2020-04-30,4962,177529
overview,United Kingdom,K02000001,2020-04-29,5441,172567
overview,United Kingdom,K02000001,2020-04-28,4731,167126
overview,United Kingdom,K02000001,2020-04-27,4708,162395
overview,United Kingdom,K02000001,2020-04-26,3472,157687
overview,United Kingdom,K02000001,2020-04-25,3750,154215
overview,United Kingdom,K02000001,2020-04-24,4963,150465
overview,United Kingdom,K02000001,2020-04-23,5149,145502
overview,United Kingdom,K02000001,2020-04-22,5490,140353
overview,United Kingdom,K02000001,2020-04-21,4763,134863
overview,United Kingdom,K02000001,2020-04-20,4858,130100
overview,United Kingdom,K02000001,2020-04-19,3852,125242
overview,United Kingdom,K02000001,2020-04-18,4716,121390
overview,United Kingdom,K02000001,2020-04-17,4955,116674
overview,United Kingdom,K02000001,2020-04-16,5291,111719
overview,United Kingdom,K02000001,2020-04-15,5059,106428
overview,United Kingdom,K02000001,2020-04-14,4316,101369
overview,United Kingdom,K02000001,2020-04-13,4180,97053
overview,United Kingdom,K02000001,2020-04-12,3488,92873
overview,United Kingdom,K02000001,2020-04-11,3574,89385
overview,United Kingdom,K02000001,2020-04-10,4317,85811
overview,United Kingdom,K02000001,2020-04-09,4859,81494
overview,United Kingdom,K02000001,2020-04-08,5134,76635
overview,United Kingdom,K02000001,2020-04-07,5446,71501
overview,United Kingdom,K02000001,2020-04-06,5284,66055
overview,United Kingdom,K02000001,2020-04-05,3591,60771
overview,United Kingdom,K02000001,2020-04-04,4014,57180
overview,United Kingdom,K02000001,2020-04-03,4919,53166
overview,United Kingdom,K02000001,2020-04-02,4869,48247
overview,United Kingdom,K02000001,2020-04-01,4911,43378
overview,United Kingdom,K02000001,2020-03-31,4515,38467
overview,United Kingdom,K02000001,2020-03-30,4270,33952
overview,United Kingdom,K02000001,2020-03-29,2857,29682
overview,United Kingdom,K02000001,2020-03-28,2823,26825
overview,United Kingdom,K02000001,2020-03-27,3191,24002
overview,United Kingdom,K02000001,2020-03-26,3092,20811
overview,United Kingdom,K02000001,2020-03-25,2696,17719
overview,United Kingdom,K02000001,2020-03-24,2372,15023
overview,United Kingdom,K02000001,2020-03-23,2328,12651
overview,United Kingdom,K02000001,2020-03-22,1379,10323
overview,United Kingdom,K02000001,2020-03-21,1197,8944
overview,United Kingdom,K02000001,2020-03-20,1255,7747
overview,United Kingdom,K02000001,2020-03-19,1053,6492
overview,United Kingdom,K02000001,2020-03-18,999,5439
overview,United Kingdom,K02000001,2020-03-17,769,4440
overview,United Kingdom,K02000001,2020-03-16,612,3671
overview,United Kingdom,K02000001,2020-03-15,444,3059
overview,United Kingdom,K02000001,2020-03-14,362,2615
overview,United Kingdom,K02000001,2020-03-13,479,2253
overview,United Kingdom,K02000001,2020-03-12,482,1774
overview,United Kingdom,K02000001,2020-03-11,405,1292
overview,United Kingdom,K02000001,2020-03-10,264,887
overview,United Kingdom,K02000001,2020-03-09,146,623
overview,United Kingdom,K02000001,2020-03-08,57,477
overview,United Kingdom,K02000001,2020-03-07,67,420
overview,United Kingdom,K02000001,2020-03-06,81,353
overview,United Kingdom,K02000001,2020-03-05,51,272
overview,United Kingdom,K02000001,2020-03-04,56,221
overview,United Kingdom,K02000001,2020-03-03,56,165
overview,United Kingdom,K02000001,2020-03-02,40,109
overview,United Kingdom,K02000001,2020-03-01,22,69
overview,United Kingdom,K02000001,2020-02-29,5,47
overview,United Kingdom,K02000001,2020-02-28,12,42
overview,United Kingdom,K02000001,2020-02-27,8,30
overview,United Kingdom,K02000001,2020-02-26,4,22
overview,United Kingdom,K02000001,2020-02-25,5,18
overview,United Kingdom,K02000001,2020-02-24,2,13
overview,United Kingdom,K02000001,2020-02-23,1,11
overview,United Kingdom,K02000001,2020-02-22,0,10
overview,United Kingdom,K02000001,2020-02-21,1,10
overview,United Kingdom,K02000001,2020-02-20,0,9
overview,United Kingdom,K02000001,2020-02-19,0,9
overview,United Kingdom,K02000001,2020-02-18,0,9
overview,United Kingdom,K02000001,2020-02-17,0,9
overview,United Kingdom,K02000001,2020-02-16,0,9
overview,United Kingdom,K02000001,2020-02-15,0,9
overview,United Kingdom,K02000001,2020-02-14,0,9
overview,United Kingdom,K02000001,2020-02-13,0,9
overview,United Kingdom,K02000001,2020-02-12,0,9
overview,United Kingdom,K02000001,2020-02-11,1,9
overview,United Kingdom,K02000001,2020-02-10,0,8
overview,United Kingdom,K02000001,2020-02-09,1,8
overview,United Kingdom,K02000001,2020-02-08,4,7
overview,United Kingdom,K02000001,2020-02-07,0,3
overview,United Kingdom,K02000001,2020-02-06,0,3
overview,United Kingdom,K02000001,2020-02-05,1,3
overview,United Kingdom,K02000001,2020-02-04,0,2
overview,United Kingdom,K02000001,2020-02-03,0,2
overview,United Kingdom,K02000001,2020-02-02,0,2
overview,United Kingdom,K02000001,2020-02-01,0,2
overview,United Kingdom,K02000001,2020-01-31,0,2
overview,United Kingdom,K02000001,2020-01-30,2,2

